Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	Organism.Name	SetID	No of files in set	TaxID	Size.Mb.	Actual.Size	GC.	Scaffolds	Assembly.Accession
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		uncultured Oscillospiraceae bacterium	extra-SRR7761333.21_1677801565	uncultured Oscillospiraceae bacterium	SET_80	2	707003	2.49123	2491231	59.9	60	GCA_949519195.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		uncultured Oscillospiraceae bacterium	extra-SRR7762559.23_1677802220	uncultured Oscillospiraceae bacterium	SET_80	2	707003	2.49123	2491231	59.9	60	GCA_949543975.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas berkeleyensis	MSPm1	Pseudomonas berkeleyensis	SET_82	2	2726956	5.65421	5654212	62.4	1	GCA_014109765.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas berkeleyensis	MSPm1	Pseudomonas berkeleyensis	SET_82	2	2726956	5.65421	5654212	62.4	1	GCA_035974315.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	BL-II-11(3)	Escherichia coli	SET_83	2	562	5.13215	5132152	50.6	231	GCA_014145355.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	H-BL-II-11(3)	Escherichia coli	SET_83	2	562	5.13215	5132152	50.6	231	GCA_021736165.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas media	KLG6	Aeromonas media	SET_84	2	651	4.54284	4542840	61.1	454	GCA_901212365.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas media	ena-yuan-GCF_901212365.1	Aeromonas media	SET_84	2	651	4.54284	4542840	61.1	454	GCA_963900445.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium sp. BSD2780061688b_171218_H5	BSD2780061688b_171218_H5	Eubacterium sp. BSD2780061688b_171218_H5	SET_85	2	2787085	3.31418	3314175	52.6	71	GCA_015560185.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. BSD2780061688st1 H5	BSD2780061688st1_H5	Clostridium sp. BSD2780061688st1 H5	SET_85	2	2559705	3.31418	3314175	52.6	71	GCA_005845155.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus cinerea	DSM 19724	Photorhabdus cinerea	SET_88	2	471575	4.89992	4899918	42.3	171	GCA_011189575.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus cinerea	ena-yuan-GCF_011189575.1	Photorhabdus cinerea	SET_88	2	471575	4.89992	4899918	42.3	171	GCA_963888115.1
Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	uncultured Collinsella sp.	UMGS498	uncultured Collinsella sp.	SET_89	2	165190	2.09366	2093657	59.8	28	GCA_900542825.1
Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	uncultured Collinsella sp.	MGYG-HGUT-02778	uncultured Collinsella sp.	SET_89	2	165190	2.09366	2093657	59.8	28	GCA_902479295.1
Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales			Synergistales bacterium	AMR_MDS_3433	Synergistales bacterium	SET_90	2	2268201	1.72512	1725119	56.4	309	GCA_035396625.1
Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales			Synergistales bacterium	CTOTU18398	Synergistales bacterium	SET_90	2	2268201	1.72512	1725119	56.4	309	GCA_036731505.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	TzEc041	Escherichia coli	SET_93	2	562	5.13655	5136547	50.6	189	GCA_009767255.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10432wA12	Escherichia coli	SET_93	2	562	5.13655	5136547	50.6	189	GCA_009793525.1
Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia intestinalis	2789STDY5834960	Roseburia intestinalis	SET_95	2	166486	4.32243	4322432	42.4	101	GCA_001406435.1
Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia intestinalis	MGYG-HGUT-00076	Roseburia intestinalis	SET_95	2	166486	4.32243	4322432	42.4	101	GCA_902362885.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia alsatica	IP38767	Yersinia alsatica	SET_97	2	2890317	4.83532	4835319	47.8	228	GCA_902170275.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia alsatica	ena-yuan-GCF_902170275.1	Yersinia alsatica	SET_97	2	2890317	4.83532	4835319	47.8	228	GCA_963901075.1
Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudoroseicyclus	Pseudoroseicyclus tamaricis	CLL3-39	Pseudoroseicyclus tamaricis	SET_98	2	2705421	3.84718	3847176	69.6	4	GCA_012070395.1
Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudoroseicyclus	Pseudoroseicyclus tamaricis	CLL3-39	Pseudoroseicyclus tamaricis	SET_98	2	2705421	3.84718	3847176	69.6	4	GCA_010435925.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. V14_P6S14T42	V14_P6S14T42	Vibrio sp. V14_P6S14T42	SET_102	2	1938668	3.84993	3849935	44.7	112	GCA_002241285.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. V14_P6S14T42	ena-yuan-GCF_002241285.1	Vibrio sp. V14_P6S14T42	SET_102	2	1938668	3.84993	3849935	44.7	112	GCA_963875205.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio ordalii	FF-167	Vibrio ordalii FF-167	SET_103	2	617131	3.78066	3780662	44.8	285	GCA_000287075.2
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio ordalii	ena-yuan-GCF_000287075.2	Vibrio ordalii FF-167	SET_103	2	617131	3.78066	3780662	44.8	285	GCA_963860455.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae		Bacteroidaceae bacterium	CTOTU45688	Bacteroidaceae bacterium	SET_104	2	2212467	3.12232	3122317	45.1	151	GCA_036748695.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp.	AMR_MDS_5751	Prevotella sp.	SET_104	2	59823	3.12232	3122317	45.1	151	GCA_035435105.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus sp. G4400	G4400	Proteus sp. G4400	SET_105	2	2698856	3.87066	3870660	39.2	283	GCA_009915525.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus sp. G4400	ena-yuan-GCF_009915525.1	Proteus sp. G4400	SET_105	2	2698856	3.87066	3870660	39.2	283	GCA_963886225.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia kristensenii	FCF221	Yersinia kristensenii	SET_106	2	28152	4.6138	4613802	47.4	33	GCA_001091065.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia kristensenii	ena-yuan-GCF_001091065.1	Yersinia kristensenii	SET_106	2	28152	4.6138	4613802	47.4	33	GCA_963865855.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus	S2023468	Vibrio parahaemolyticus	SET_107	2	670	5.06292	5062922	45.2	77	GCA_037168345.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus	S2023648	Vibrio parahaemolyticus	SET_107	2	670	5.06292	5062922	45.2	77	GCA_037168765.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	GBGD41	Escherichia coli	SET_109	2	562	5.68259	5682587	50.4	384	GCA_003858915.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	G41	Escherichia coli	SET_109	2	562	5.68259	5682587	50.4	384	GCA_009823005.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii	P.UF1	Propionibacterium freudenreichii	SET_112	2	1744	2.63091	2630908	67.3	1	GCA_002117425.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii	MGYG-HGUT-02401	Propionibacterium freudenreichii	SET_112	2	1744	2.63091	2630908	67.3	1	GCA_902386715.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	10-0933	Listeria monocytogenes serotype 1/2a str. 10-0933	SET_113	2	1196169	2.87028	2870277	38	1	GCA_002213845.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	10-0934	Listeria monocytogenes serotype 1/2a str. 10-0934	SET_113	2	1196170	2.87028	2870277	38	1	GCA_002213865.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii	CB00028	Citrobacter freundii	SET_114	2	546	5.66342	5663418	51.4	3	GCA_012952665.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii	CB00028	Citrobacter freundii	SET_114	2	546	5.66342	5663418	51.4	3	GCA_016505285.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas sp. Marseille-P2440	Marseille-P2440	Butyricimonas sp. Marseille-P2440	SET_115	2	1816677	4.9653	4965295	44.6	10	GCA_900091675.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas synergistica	MGYG-HGUT-01552	Butyricimonas synergistica	SET_115	2	544644	4.9653	4965295	44.6	10	GCA_902376195.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		uncultured Oscillospiraceae bacterium	UMGS1722	uncultured Oscillospiraceae bacterium	SET_116	2	707003	1.65395	1653947	47.3	286	GCA_900554525.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		uncultured Oscillospiraceae bacterium	MGYG-HGUT-02984	uncultured Oscillospiraceae bacterium	SET_116	2	707003	1.65395	1653947	47.3	286	GCA_902481345.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	4928STDY7387687	Klebsiella pneumoniae	SET_117	2	573	5.4657	5465701	57.2	107	GCA_902164145.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	4928STDY7387689	Klebsiella pneumoniae	SET_117	2	573	5.4657	5465701	57.2	107	GCA_902164175.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Angelakisella	uncultured Angelakisella sp.	extra-SRR7761327.47_1677801507	uncultured Angelakisella sp.	SET_120	2	1935179	1.9929	1992902	64	297	GCA_949519495.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Angelakisella	uncultured Angelakisella sp.	extra-SRR7762555.47_1677801628	uncultured Angelakisella sp.	SET_120	2	1935179	1.9929	1992902	64	297	GCA_949530485.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium massiliamazoniense	ND2	Clostridium massiliamazoniense	SET_124	2	1347366	3.73297	3732966	27.6	11	GCA_001403635.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae		Clostridiaceae bacterium	MGYG-HGUT-01513	Clostridiaceae bacterium	SET_124	2	1898204	3.73297	3732966	27.6	11	GCA_902375675.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales			Bacteroidales bacterium	extra-SRR7762563.25_1677802267	Bacteroidales bacterium	SET_125	2	2030927	2.66023	2660227	48.4	87	GCA_949486855.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales			Bacteroidales bacterium	extra-SRR7761334.23_1677801579	Bacteroidales bacterium	SET_125	2	2030927	2.66023	2660227	48.4	87	GCA_949523705.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae		Bacteroidaceae bacterium	HGM04791	Bacteroidaceae bacterium	SET_126	2	2212467	2.10916	2109164	54.8	451	GCA_900771265.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	uncultured Prevotella sp.	MGYG-HGUT-03638	uncultured Prevotella sp.	SET_126	2	159272	2.10916	2109164	54.8	451	GCA_902487815.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	ZWW-1	Escherichia coli	SET_128	3	562	4.92122	4921223	50.7	75	GCA_015773155.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	ZWW-1	Escherichia coli	SET_128	3	562	4.92122	4921223	50.7	75	GCA_016722745.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	ZWW-1	Escherichia coli	SET_128	3	562	4.92122	4921223	50.7	75	GCA_016792545.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Ruminobacter	uncultured Ruminobacter sp.	HGM20901	uncultured Ruminobacter sp.	SET_130	2	538947	2.55147	2551473	40.4	166	GCA_900767445.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae		uncultured Succinivibrionaceae bacterium	MGYG-HGUT-03454	uncultured Succinivibrionaceae bacterium	SET_130	2	538960	2.55147	2551473	40.4	166	GCA_902485955.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	AB-HZ-B75	Acinetobacter baumannii	SET_131	2	470	3.88515	3885146	39	121	GCA_006367395.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	24484	Acinetobacter baumannii	SET_131	2	470	3.88515	3885146	39	121	GCA_026805095.1
Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia				Spirochaetia bacterium	HGM23205	Spirochaetia bacterium	SET_132	2	2053615	2.58055	2580548	31.4	66	GCA_900767955.1
Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	uncultured Treponema sp.	MGYG-HGUT-03466	uncultured Treponema sp.	SET_132	2	162155	2.58055	2580548	31.4	66	GCA_902486065.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	-	Mycobacterium tuberculosis	SET_133	2	1773	4.42562	4425619	65.5	1	GCA_040735085.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	-	Mycobacterium tuberculosis	SET_133	2	1773	4.42562	4425619	65.5	1	GCA_040820195.1
Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae		uncultured Lachnospiraceae bacterium	UMGS1451	uncultured Lachnospiraceae bacterium	SET_134	2	297314	1.84984	1849841	38.1	25	GCA_900551895.1
Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae		uncultured Lachnospiraceae bacterium	MGYG-HGUT-03148	uncultured Lachnospiraceae bacterium	SET_134	2	297314	1.84984	1849841	38.1	25	GCA_902483015.1
Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	SC1B35	Streptococcus suis	SET_135	2	1307	2.25497	2254971	43.5	91	GCA_012037005.1
Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	SC1B35	Streptococcus suis	SET_135	2	1307	2.25497	2254971	43.5	91	GCA_013344265.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter braakii	CB00017	Citrobacter braakii	SET_138	2	57706	5.14805	5148049	52.2	2	GCA_012952645.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter braakii	CB00017	Citrobacter braakii	SET_138	2	57706	5.14805	5148049	52.2	2	GCA_016505445.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriales Family XII. Incertae Sedis	Fusibacter	Fusibacter sp. A1	A1	Fusibacter sp. A1	SET_139	2	2283630	4.11111	4111109	42.9	51	GCA_004125825.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriales Family XII. Incertae Sedis	Fusibacter	Fusibacter sp. A1	A1	Fusibacter sp. A1	SET_139	2	2283630	4.11111	4111109	42.9	51	GCA_013166675.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes				OCS155 cluster bacterium AG-426-D23	AG-426-D23	OCS155 cluster bacterium AG-426-D23	SET_144	2	2162610	0.964287	964287	32.9	18	GCA_003213165.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Candidatus Actinomarinales	Candidatus Actinomarinaceae	Candidatus Actinomarina	uncultured Candidatus Actinomarina sp.	AG-426-D23	uncultured Candidatus Actinomarina sp.	SET_144	2	1985113	0.964287	964287	32.9	18	GCA_902576625.1
Bacteria	Pseudomonadati	Kiritimatiellota	Kiritimatiellia				Kiritimatiellia bacterium	HGM23427	Kiritimatiellia bacterium	SET_145	2	2212473	2.42639	2426387	65	191	GCA_900771325.1
Bacteria	Pseudomonadati	Verrucomicrobiota					uncultured Verrucomicrobiota bacterium	MGYG-HGUT-03643	uncultured Verrucomicrobiota bacterium	SET_145	2	156588	2.42639	2426387	65	191	GCA_902487775.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria				Gammaproteobacteria bacterium	KS4-K012	Gammaproteobacteria bacterium	SET_146	2	1913989	1.83502	1835019	48.3	178	GCA_011774465.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria				Gammaproteobacteria bacterium	ACK-K012	Gammaproteobacteria bacterium	SET_146	2	1913989	1.83502	1835019	48.3	178	GCA_011777315.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes	AS012415	Klebsiella aerogenes	SET_147	2	548	5.80503	5805028	55.1	1781	GCA_010591255.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes	ena-yuan-GCF_010591255.1	Klebsiella aerogenes	SET_147	2	548	5.80503	5805028	55.1	1781	GCA_963887815.1
Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	P10 C A35	Enterococcus faecium	SET_148	2	1352	2.28891	2288910	38.3	108	GCA_003795845.1
Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	P2 CL A28	Enterococcus faecium	SET_148	2	1352	2.28891	2288910	38.3	108	GCA_003796945.1
Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	Anabaena sp. 4-3	45720	Anabaena sp. 4-3	SET_149	2	1811979	5.60377	5603767	41.4	76	GCA_001597745.1
Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	Anabaena sp. 4-3	ena-yuan-GCF_001597745.1	Anabaena sp. 4-3	SET_149	2	1811979	5.60377	5603767	41.4	76	GCA_963870035.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida	2403PM	Pasteurella multocida	SET_150	2	747	2.38758	2387582	40.2	38	GCA_001929565.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida	2428PM	Pasteurella multocida	SET_150	2	747	2.38758	2387582	40.2	38	GCA_001930385.1
Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Aggregicoccus	Aggregicoccus sp. 17bor-14	17bor-14	Aggregicoccus sp. 17bor-14	SET_152	2	2583808	6.9262	6926196	73	38	GCA_009659535.1
Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Simulacricoccus	Simulacricoccus sp. 17bor-14	17bor-14	Simulacricoccus sp. 17bor-14	SET_152	2	2783852	6.9262	6926196	73	38	GCA_015354265.1
Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	uncultured Collinsella sp.	UMGS1530	uncultured Collinsella sp.	SET_153	2	165190	1.12701	1127007	59.9	17	GCA_900552685.1
Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	uncultured Collinsella sp.	MGYG-HGUT-00946	uncultured Collinsella sp.	SET_153	2	165190	1.12701	1127007	59.9	17	GCA_902467575.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	Proteiniphilum sp.	AMR_MDS_3785	Proteiniphilum sp.	SET_155	2	1926877	2.55765	2557652	50.7	77	GCA_035404745.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	Proteiniphilum sp.	CTOTU18750	Proteiniphilum sp.	SET_155	2	1926877	2.55765	2557652	50.7	77	GCA_036848335.1
Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Pelosinus	uncultured Pelosinus sp.	UMGS1260	uncultured Pelosinus sp.	SET_160	2	652451	3.66451	3664514	43.1	225	GCA_900550105.1
Bacteria	Bacillati	Bacillota	Negativicutes				uncultured Negativicutes bacterium	MGYG-HGUT-03131	uncultured Negativicutes bacterium	SET_160	2	1294148	3.66451	3664514	43.1	225	GCA_902482875.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	V10	Escherichia coli	SET_161	2	562	5.52513	5525125	50.4	57	GCA_034366145.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	2102 B6	Escherichia coli	SET_161	2	562	5.52513	5525125	50.4	57	GCA_035481755.1
Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium amazonense	DSM 26508	Chromobacterium amazonense	SET_164	2	1382803	4.01019	4010194	62.6	35	GCA_001855565.1
