Assembly	BioSample	Organism	Submitter	SeqTech	SubmissionDate	SubmissionYear	IsolationSource	GeoLocName	CollectionDate	Host	RefSeq_Accession	RefSeq_Present	SetID
GCA_963888085.1	SAMEA115018209	Brasilonema sp. UFV-L1	Nanjing Agriculture University	not collected	2024-03-02T10:04:07.914	2024	_NA_	not collected	not collected	_NA_	GCF_963888085.1	Yes	SET_1084
GCA_003050165.1	SAMN08099571	Vibrio splendidus	Station Biologique Roscoff (CNRS/UMPC)	Illumina HiSeq	2017-11-26T18:59:04.930	2017	Filtered seawater (64 uM filter)	USA: Plum Island, MA	28-04-2006	_NA_	GCF_003050165.1	Yes	SET_1086
GCA_963879045.1	SAMEA115017664	Vibrio splendidus	Nanjing Agriculture University	not collected	2024-03-02T10:03:46.659	2024	_NA_	not collected	not collected	_NA_	GCF_963879045.1	Yes	SET_1086
GCA_025349535.1	SAMN25183958	Lactobacillus iners	Massachusetts General Hospital	Illumina HiSeq	2022-01-22T22:28:04.003	2022	ectocervical mucosa	South Africa	26-11-2013	Homo sapiens	na	No	SET_1089
GCA_025349575.1	SAMN25183956	Lactobacillus iners	Massachusetts General Hospital	Illumina HiSeq	2022-01-22T22:28:03.976	2022	ectocervical mucosa	South Africa	26-11-2013	Homo sapiens	na	No	SET_1089
GCA_003858915.1	SAMN10476567	Escherichia coli	Sun Yat-sen University	Illumina HiSeq	2018-11-26T08:43:06.646	2018	Gut	China:Guangdong	2013	Homo sapiens	GCF_003858915.1	Yes	SET_109
GCA_009823005.1	SAMN11928126	Escherichia coli	Sichuan University	Illumina HiSeq	2019-06-01T07:44:07.027	2019	feces	Missing	Missing	Homo sapiens	GCF_009823005.1	Yes	SET_109
GCA_010602725.1	SAMN12250563	Enterobacter ludwigii	Ares Genetics	Illumina NextSeq	2019-07-10T17:05:05.196	2019	lung	USA	19-08-2015	Homo sapiens	GCF_010602725.1	Yes	SET_1090
GCA_963888425.1	SAMEA115018178	Enterobacter ludwigii	Nanjing Agriculture University	not collected	2024-03-02T10:04:07.145	2024	_NA_	not collected	not collected	_NA_	GCF_963888425.1	Yes	SET_1090
GCA_035397945.1	SAMN32865100	Candidatus Cloacimonas sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:07.397	2023	Activated sludge of municipal wastewater treatment plants	USA	09-03-2015	_NA_	na	No	SET_1091
GCA_036733485.1	SAMN28746383	Candidatus Cloacimonas sp.	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:55:38.843	2022	sludge	USA	09-03-2015	_NA_	na	No	SET_1091
GCA_035400205.1	SAMN32865584	Candidatus Cloacimonas sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T11:15:07.083	2023	Activated sludge of municipal wastewater treatment plants	USA	07-01-2015	_NA_	na	No	SET_1095
GCA_036739375.1	SAMN28746716	Candidatus Cloacimonadota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T04:53:37.406	2022	sludge	USA	07-01-2015	_NA_	na	No	SET_1095
GCA_002913965.1	SAMN08200456	Campylobacter concisus	University of Bath	Illumina MiSeq	2017-12-18T18:19:06.146	2017	feces	Denmark: Aalborg	2016	Homo sapiens	GCF_002913965.1	Yes	SET_1096
GCA_902387005.1	SAMEA5851939	Campylobacter concisus	EMG	Illumina	2019-08-07T10:18:24.773	2019	human gut	Denmark	_NA_	_NA_	GCF_902387005.1	Yes	SET_1096
GCA_945828965.1	SAMEA110360394	uncultured Atopobium sp.	EMG	NextSeq 500	2022-07-15T08:11:17.303	2022	pig gut metagenome	Germany	01-08-2016	_NA_	na	No	SET_1097
GCA_945876595.1	SAMEA110402113	uncultured Atopobium sp.	EMG	NextSeq 500	2022-07-22T13:12:51.230	2022	pig gut metagenome	Germany	01-08-2016	_NA_	na	No	SET_1097
GCA_003215235.1	SAMN08886379	Pelagibacteraceae bacterium AG-410-B18	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:16.063	2018	single cell amplified by WGA-X; seawater	Atlantic Ocean	28-06-2010	_NA_	na	No	SET_1099
GCA_902564835.1	SAMEA6076060	uncultured Alphaproteobacteria bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T16:11:26.070	2019	marine water	_NA_	28-06-2010	_NA_	na	No	SET_1099
GCA_900770075.1	SAMEA5280192	Spirochaetia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:30:46.230	2019	human stool	Fiji	01-01-2018	_NA_	GCF_900770075.1	Yes	SET_11
GCA_902487285.1	SAMEA5853081	uncultured Treponema sp.	EMG	Illumina	2019-08-07T10:19:01.103	2019	human gut	not provided	_NA_	_NA_	GCF_902487285.1	Yes	SET_11
GCA_014489805.1	SAMN15951548	Bacillus sp. Y1	School of Life Sciences	Illumina HiSeq	2020-08-31T23:02:05.980	2020	sediment soil	China: yellow river	12-10-2018	_NA_	GCF_014489805.1	Yes	SET_1100
GCA_009905595.1	SAMN13831373	Bacillus sp. y1(2019)	School of Life Sciences	Illumina HiSeq	2020-01-13T03:15:03.396	2020	sediment soil	China: Huanghe River	11-10-2017	_NA_	GCF_009905595.1	Yes	SET_1100
GCA_001306215.1	SAMN04017838	Vibrio splendidus	UC Davis	Illumina MiSeq	2015-08-28T17:23:06.853	2015	Seagrass sediment	USA: Bodega Bay	2015	_NA_	GCF_001306215.1	Yes	SET_1102
GCA_963869775.1	SAMEA115015880	Vibrio splendidus	Nanjing Agriculture University	not collected	2024-03-02T10:02:48.557	2024	_NA_	not collected	not collected	_NA_	GCF_963869775.1	Yes	SET_1102
GCA_002386385.1	SAMN07312408	Citrobacter werkmanii	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	PacBio; Illumina	2017-07-03T15:03:04.410	2017	stool	USA:DC	17-07-2014	Homo sapiens	GCF_002386385.1	Yes	SET_1104
GCA_902388105.1	SAMEA5852040	Citrobacter werkmanii	EMG	Illumina	2019-08-07T10:18:28.163	2019	human gut	USA	_NA_	_NA_	GCF_902388105.1	Yes	SET_1104
GCA_001435475.1	SAMN02369390	Limosilactobacillus antri DSM 16041	Shanghai Majorbio	Illumina MiSeq; Illumina HiSeq	2013-09-29T22:32:46.993	2013	gastric biopsies, stomach mucosa	Sweden	2005	Homo sapiens	GCF_001435475.1	Yes	SET_1105
GCA_902375735.1	SAMEA5851019	Limosilactobacillus antri	EMG	Illumina	2019-08-07T10:17:55.366	2019	human gut	not provided	_NA_	_NA_	GCF_902375735.1	Yes	SET_1105
GCA_948844915.1	SAMEA112409446	uncultured Bacteroidales bacterium	UNIVERSITY OF CAMBRIDGE	Illumina	2023-02-06T10:12:36.673	2023	feces	USA	not provided	_NA_	na	No	SET_1106
GCA_949052245.1	SAMEA112409805	uncultured Bacteroidales bacterium	UNIVERSITY OF CAMBRIDGE	Illumina	2023-02-06T10:12:50.880	2023	feces	USA	not provided	_NA_	na	No	SET_1106
GCA_001462345.1	SAMN03998888	Fibrobacteria bacterium AD312	The University of Queensland	Illumina HiSeq	2015-08-18T18:37:16.000	2015	cellulose fed anaerobic digester inoculated with sludge	Australia	06-02-2012	_NA_	na	No	SET_1109
GCA_001603875.1	SAMN03837534	Fibrobacterales bacterium Fibro_01	University of Queensland	Illumina HiSeq	2015-07-01T20:01:10.000	2015	3 replicate cellulose-degrading anaerobic digesters sampled at day 96 and day 362	Australia	31-10-2012	_NA_	na	No	SET_1109
GCA_900555385.1	SAMEA4892422	uncultured Pseudomonas sp.	EBI	Illumina	2019-01-28T10:15:26.963	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_1113
GCA_902480305.1	SAMEA5852390	uncultured Pseudomonas sp.	EMG	Illumina	2019-08-07T10:18:38.963	2019	human gut	USA	_NA_	_NA_	na	No	SET_1113
GCA_004764665.1	SAMEA4755329	Vibrio echinoideorum	UNIVERSITY OF BIRMINGHAM	Illumina HiSeq	2018-07-03T19:26:32.470	2018	_NA_	_NA_	_NA_	_NA_	GCF_004764665.1	Yes	SET_1115
GCA_963882575.1	SAMEA115017902	Vibrio echinoideorum	Nanjing Agriculture University	not collected	2024-03-02T10:03:58.389	2024	_NA_	not collected	not collected	_NA_	GCF_963882575.1	Yes	SET_1115
GCA_003212995.1	SAMN08886476	OCS155 cluster bacterium AG-430-M19	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:17.927	2018	single cell amplified by WGA-X; seawater	Atlantic Ocean	30-11-2011	_NA_	na	No	SET_1119
GCA_902583205.1	SAMEA6079942	uncultured Candidatus Actinomarina sp.	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T18:19:55.540	2019	marine water	_NA_	30-11-2011	_NA_	na	No	SET_1119
GCA_002117425.1	SAMN05982163	Propionibacterium freudenreichii	University of Florida	PacBio	2016-11-04T14:14:03.336	2016	human breast milk fed baby feces	USA	02-02-2015	Homo sapiens	GCF_002117425.1	Yes	SET_112
GCA_902386715.1	SAMEA5851905	Propionibacterium freudenreichii	EMG	Illumina	2019-08-07T10:18:23.820	2019	human gut	USA	_NA_	_NA_	GCF_902386715.1	Yes	SET_112
GCA_000165125.2	SAMN02952911	Vibrio caribbeanicus ATCC BAA-2122	FDA	454 Titanium	2014-08-05T17:00:33.706	2014	_NA_	_NA_	_NA_	Scleritoderma cyanea	GCF_000165125.1	Yes	SET_1120
GCA_963860025.1	SAMEA115016921	Vibrio caribbeanicus ATCC BAA-2122	Nanjing Agriculture University	not collected	2024-03-02T10:03:21.774	2024	_NA_	not collected	not collected	_NA_	GCF_963860025.1	Yes	SET_1120
GCA_948601995.1	SAMEA112406091	uncultured Bacteroidales bacterium	UNIVERSITY OF CAMBRIDGE	Illumina	2023-02-04T12:23:17.290	2023	feces	China	not provided	_NA_	na	No	SET_1121
GCA_948947665.1	SAMEA112406279	uncultured Bacteroidales bacterium	UNIVERSITY OF CAMBRIDGE	Illumina	2023-02-04T12:23:22.770	2023	feces	China	not provided	_NA_	na	No	SET_1121
GCA_949099765.1	SAMEA112405986	uncultured Bacteroidales bacterium	UNIVERSITY OF CAMBRIDGE	Illumina	2023-02-04T12:23:14.856	2023	feces	China	not provided	_NA_	na	No	SET_1121
GCA_006246345.1	SAMN07312763	Aeromonas dhakensis	University of Connecticut Graf Lab	Illumina MiSeq	2017-07-03T16:32:03.823	2017	Missing	Martinique	not available	Homo sapiens	GCF_006246345.1	Yes	SET_1122
GCA_963882945.1	SAMEA115016318	Aeromonas dhakensis	Nanjing Agriculture University	not collected	2024-03-02T10:03:01.388	2024	_NA_	not collected	not collected	_NA_	GCF_963882945.1	Yes	SET_1122
GCA_945830655.1	SAMEA110360399	uncultured Clostridia bacterium	EMG	NextSeq 500	2022-07-15T08:11:17.413	2022	pig gut metagenome	Germany	01-08-2016	_NA_	na	No	SET_1123
GCA_945869665.1	SAMEA110402103	uncultured Clostridia bacterium	EMG	NextSeq 500	2022-07-22T13:12:50.926	2022	pig gut metagenome	Germany	01-08-2016	_NA_	na	No	SET_1123
GCA_003345675.1	SAMN09711903	Psychrilyobacter sp. S5	SIAM	Illumina MiSeq	2018-07-25T08:05:03.603	2018	Black sea water	Bulgaria	2017	_NA_	GCF_003345675.1	Yes	SET_1124
GCA_003391055.1	SAMN09772206	Psychrilyobacter piezotolerans	SIAM	Illumina MiSeq	2018-08-07T08:43:02.326	2018	Black sea water	Bulgaria	2017	_NA_	GCF_003391055.1	Yes	SET_1124
GCA_001442985.1	SAMN03743790	Armatimonadetes bacterium DC	Joint Genome Institute	Illumina	2015-05-29T11:02:17.000	2015	hot springs	Canada:Dewar Creek	28-09-2012	_NA_	na	No	SET_1125
GCA_001536245.1	SAMN03743790	Armatimonadetes bacterium DC	DOE - Joint Genome Institute	Illumina HiSeq 2000	2015-05-29T11:02:17.000	2015	hot springs	Canada:Dewar Creek	28-09-2012	_NA_	GCF_001536245.1	Yes	SET_1125
GCA_902850275.2	SAMEA6647150	Streptococcus salivarius	University of Oxford, Oxford, England, UK	Illumina HiSeq 2000	2020-04-25T09:00:33.476	2020	blood culture	France	2010	Homo sapiens	GCF_902850275.2	Yes	SET_1126
GCA_903908965.1	SAMEA6647150	Streptococcus salivarius	INRA Toulouse	Illumina HiSeq 2000	2020-04-25T09:00:33.476	2020	blood culture	France	2010	Homo sapiens	GCF_903908965.1	Yes	SET_1126
GCA_900556105.1	SAMEA4892500	uncultured Collinsella sp.	EBI	Illumina	2019-02-08T12:13:16.556	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_1127
GCA_902483245.1	SAMEA5852681	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:48.463	2019	human gut	USA	_NA_	_NA_	na	No	SET_1127
GCA_900766315.1	SAMEA5278193	uncultured Clostridium sp.	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:04:35.126	2019	human stool	USA	01-01-2018	_NA_	GCF_900766315.1	Yes	SET_1129
GCA_902485435.1	SAMEA5852902	uncultured Clostridium sp.	EMG	Illumina	2019-08-07T10:18:55.463	2019	human gut	USA	_NA_	_NA_	GCF_902485435.1	Yes	SET_1129
GCA_002213845.1	SAMN07124737	Listeria monocytogenes serotype 1/2a str. 10-0933	Public Health Agency of Canada	454 Illumina	2017-05-15T15:42:20.013	2017	blood	Canada: Quebec	2008	Homo sapiens	GCF_002213845.1	Yes	SET_113
GCA_002213865.1	SAMN07124738	Listeria monocytogenes serotype 1/2a str. 10-0934	Public Health Agency of Canada	454 Illumina	2017-05-15T15:42:20.030	2017	cheese	Canada: Quebec	2008	Enviroment	GCF_002213865.1	Yes	SET_113
GCA_000006765.1	SAMN02603714	Pseudomonas aeruginosa PAO1	PathoGenesis Corporation	_NA_	2014-01-30T14:21:48.150	2014	_NA_	_NA_	_NA_	_NA_	GCF_000006765.1	Yes	SET_1131
GCA_025452135.1	SAMN30711086	Pseudomonas aeruginosa	Adeleke University	Illumina	2022-09-07T09:38:03.156	2022	Fish pond	Nigeria	2020-02	Tetradesmus dimorphus	GCF_025452135.1	Yes	SET_1131
GCA_949529355.1	SAMEA112730916	uncultured Lachnospiraceae bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:26.810	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_1132
GCA_949533995.1	SAMEA112731126	uncultured Lachnospiraceae bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:34.020	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_1132
GCA_900541145.1	SAMEA4890996	uncultured Collinsella sp.	EBI	Illumina	2019-01-28T10:03:08.700	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_1133
GCA_902482015.1	SAMEA5852557	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:44.320	2019	human gut	Netherlands	_NA_	_NA_	na	No	SET_1133
GCA_004135025.1	SAMN10781789	Staphylococcus sp. SNAZ 59	MJIIT	IonTorrent	2019-01-20T07:50:03.670	2019	hospital wastewater	Malaysia: Kuala Lumpur, PPUM	23-04-2014	_NA_	GCF_004135025.1	Yes	SET_1135
GCA_016723005.1	SAMN17221389	Staphylococcus sp. S59	Universiti Teknologi Malaysia	IonTorrent	2021-01-05T20:44:06.490	2021	Lembah Pantai River	Malaysia: Kuala Lumpur	2014-04	_NA_	GCF_016723005.1	Yes	SET_1135
GCA_003213175.1	SAMN08886454	SAR116 cluster bacterium AG-426-B08	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:17.427	2018	single cell amplified by WGA-X; seawater	Atlantic Ocean	12-11-2011	_NA_	na	No	SET_1137
GCA_902575745.1	SAMEA6079531	uncultured SAR116 cluster alpha proteobacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T18:19:41.916	2019	marine water	_NA_	12-11-2011	_NA_	na	No	SET_1137
GCA_949429105.1	SAMEA112720557	Porphyromonadaceae bacterium UBA3276	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2500	2023-03-08T08:30:35.546	2023	mouse gut metagenome	China	25-01-2016	_NA_	na	No	SET_1138
GCA_949461725.1	SAMEA112720352	Porphyromonadaceae bacterium UBA3276	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2500	2023-03-08T08:30:28.813	2023	mouse gut metagenome	China	25-01-2016	_NA_	na	No	SET_1138
GCA_949462175.1	SAMEA112720240	Porphyromonadaceae bacterium UBA3276	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2500	2023-03-08T08:30:25.680	2023	mouse gut metagenome	China	25-01-2016	_NA_	na	No	SET_1138
GCA_012952665.1	SAMN14265978	Citrobacter freundii	University of Pittsburgh School of Medicine	Oxford Nanopore MinION	2020-03-03T09:16:08.340	2020	urine	USA: Pennsylvania, Pittsburgh	2017	Homo sapiens	GCF_012952665.1	Yes	SET_114
GCA_016505285.2	SAMN10435572	Citrobacter freundii	University of Pittsburgh	Oxford Nanopore MinION	2018-11-16T11:11:10.537	2018	urine	USA: Pittsburgh, Pennsylvania	2017	Homo sapiens	GCF_016505285.2	Yes	SET_114
GCA_028321905.1	SAMN31322642	Lactiplantibacillus plantarum	Icahn School of Medicine	Illumina HiSeq	2022-10-17T16:27:14.148	2022	_NA_	USA	13-07-2015	Homo sapiens	GCF_028321905.1	Yes	SET_1140
GCA_028323095.1	SAMN31322641	Lactiplantibacillus plantarum	Icahn School of Medicine	Illumina HiSeq	2022-10-17T16:27:14.140	2022	_NA_	USA	13-07-2015	Homo sapiens	GCF_028323095.1	Yes	SET_1140
GCA_900709235.2	SAMEA5412973	Mycobacterium tuberculosis	URMITE	_NA_	2019-03-21T08:24:16.576	2019	cervical lymph node	_NA_	_NA_	_NA_	GCF_900709235.2	Yes	SET_1141
GCA_900709245.2	SAMEA5412976	Mycobacterium tuberculosis	URMITE	_NA_	2019-03-21T08:24:16.593	2019	Mesenteric lymph node	_NA_	_NA_	_NA_	GCF_900709245.2	Yes	SET_1141
GCA_002170035.2	SAMN06972002	Cellvibrionales bacterium TMED148	University of Southern California	Illumina HiSeq	2017-05-12T20:08:12.356	2017	seawater	Mediterranean Sea	2009	not applicable	na	No	SET_1142
GCA_002692165.1	SAMN07619772	Porticoccaceae bacterium	Tara Oceans Consortium	Illumina HiSeq	2017-09-07T19:36:15.970	2017	Mediterranean Sea	Mediterranean Sea	2012	not applicable	na	No	SET_1142
GCA_003245195.1	SAMN05521003	Klebsiella pneumoniae	TLVMC	Illumina HiSeq	2016-08-08T07:03:05.190	2016	_NA_	Israel	2011	Homo sapiens	GCF_003245195.1	Yes	SET_1143
GCA_003245205.1	SAMN05521004	Klebsiella pneumoniae	TLVMC	Illumina HiSeq	2016-08-08T07:03:05.273	2016	_NA_	Israel	2011	Homo sapiens	GCF_003245205.1	Yes	SET_1143
GCA_902387255.1	SAMEA5851959	Akkermansia muciniphila	EMG	Illumina	2019-08-07T10:18:25.413	2019	human gut	China	_NA_	_NA_	GCF_902387255.1	Yes	SET_1145
GCA_002885265.1	SAMN08162533	Akkermansia muciniphila	Shenzhen Puensum Genetech Institute	Illumina HiSeq	2017-12-11T21:06:03.947	2017	gut microbiota	China	2015	Homo sapiens	GCF_002885265.1	Yes	SET_1145
GCA_900091675.1	SAMEA4043116	Butyricimonas sp. Marseille-P2440	URMITE	Illumina MP 250bp	2016-06-22T09:14:11.296	2016	_NA_	_NA_	_NA_	_NA_	GCF_900091675.1	Yes	SET_115
GCA_902376195.1	SAMEA5851055	Butyricimonas synergistica	EMG	Illumina	2019-08-07T10:17:56.383	2019	human gut	not provided	_NA_	_NA_	GCF_902376195.1	Yes	SET_115
GCA_902507935.1	SAMEA6099606	Klebsiella pneumoniae	ZHEJIANG UNIVERSITY	Illumina Hiseq xTen	2019-12-17T10:06:37.200	2019	homo	China	2017	homo	GCF_902507935.1	Yes	SET_1150
GCA_963900375.1	SAMEA115018986	Klebsiella pneumoniae	Nanjing Agriculture University	not collected	2024-03-02T10:04:35.335	2024	_NA_	not collected	not collected	_NA_	GCF_963900375.1	Yes	SET_1150
GCA_023806725.1	SAMN27670675	Lactiplantibacillus sp. C232	Kunming University of Science and Technology	Illumina HiSeq2000	2022-04-20T10:25:03.693	2022	fermented food	China	21-11-2020	_NA_	GCF_023806725.1	Yes	SET_1152
GCA_030549385.1	SAMN26741366	Lactiplantibacillus plantarum	Kunming University of Science and Technology	Illumina HiSeq2000	2022-03-17T03:46:05.523	2022	fermented food	China	21-11-2020	_NA_	GCF_030549385.1	Yes	SET_1152
GCA_900769735.1	SAMEA5278619	Rikenellaceae bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:10:14.220	2019	human stool	Fiji	01-01-2018	_NA_	GCF_900769735.1	Yes	SET_1153
GCA_902486995.1	SAMEA5853060	uncultured Bacteroidales bacterium	EMG	Illumina	2019-08-07T10:19:00.463	2019	human gut	not provided	_NA_	_NA_	na	No	SET_1153
GCA_019375035.1	SAMN17183822	Escherichia sp. XD36	Huazhong Agricultural University	Illumina NovaSeq	2020-12-30T08:19:21.916	2020	_NA_	China: Henan	not applicable	swine	GCF_019375035.1	Yes	SET_1156
GCA_009600695.1	SAMN11246199	Escherichia coli	Huazhong Agricultural University	Illumina HiSeq	2019-03-24T23:18:06.553	2019	_NA_	China: Henan	2018-11	_NA_	GCF_009600695.1	Yes	SET_1156
GCA_004341705.1	SAMN10362066	Vibrio crassostreae	DOE Joint Genome Institute	Illumina HiSeq	2018-11-01T19:37:46.607	2018	Missing	France: Brest	Missing	not applicable	GCF_004341705.1	Yes	SET_1157
GCA_963881155.1	SAMEA115017865	Vibrio crassostreae	Nanjing Agriculture University	not collected	2024-03-02T10:03:56.942	2024	_NA_	not collected	not collected	_NA_	GCF_963881155.1	Yes	SET_1157
GCA_036798965.1	SAMN28749481	Candidatus Competibacteraceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:00:46.280	2022	sludge	Singapore	19-06-2015	_NA_	na	No	SET_1158
GCA_035337755.1	SAMN32810348	Plasticicumulans sp.	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:39:08.917	2023	Domestic waste water	Singapore	19-06-2015	_NA_	na	No	SET_1158
GCA_035064455.1	SAMN20166721	Priestia megaterium	INIA	Illumina	2021-07-11T17:42:07.380	2021	rhizosphere	Uruguay	2011	corn	GCF_035064455.1	Yes	SET_1159
GCA_036633415.1	SAMN13710612	Priestia megaterium	INIA	Illumina MiSeq	2020-01-02T13:39:09.940	2020	_NA_	Uruguay	10-04-2016	plant	GCF_036633415.1	Yes	SET_1159
GCA_900554525.1	SAMEA4892333	uncultured Oscillospiraceae bacterium	EBI	Illumina	2019-01-28T10:14:46.610	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_116
GCA_902481345.1	SAMEA5852489	uncultured Oscillospiraceae bacterium	EMG	Illumina	2019-08-07T10:18:42.150	2019	human gut	USA	_NA_	_NA_	na	No	SET_116
GCA_902170345.1	SAMEA5778889	Yersinia alsatica	INSTITUT PASTEUR	Illumina NextSeq 500	2019-07-19T08:15:33.710	2019	_NA_	_NA_	_NA_	_NA_	GCF_902170345.1	Yes	SET_1160
GCA_963901255.1	SAMEA115018965	Yersinia alsatica	Nanjing Agriculture University	not collected	2024-03-02T10:04:35.009	2024	_NA_	not collected	not collected	_NA_	GCF_963901255.1	Yes	SET_1160
GCA_035400265.1	SAMN32865581	Syntrophales bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T11:15:07.057	2023	Activated sludge of municipal wastewater treatment plants	USA	07-01-2015	_NA_	na	No	SET_1161
GCA_036725345.1	SAMN28745759	Syntrophales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:09:38.020	2022	sludge	USA	07-01-2015	_NA_	na	No	SET_1161
GCA_900768405.1	SAMEA5278821	Clostridia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:12:47.316	2019	human stool	Fiji	01-01-2018	_NA_	GCF_900768405.1	Yes	SET_1163
GCA_902486395.1	SAMEA5852990	uncultured Eubacteriales bacterium	EMG	Illumina	2019-08-07T10:18:58.180	2019	human gut	not provided	_NA_	_NA_	na	No	SET_1163
GCA_020387775.1	SAMN20400328	Photorhabdus antumapuensis	Universidad de Chile	Illumina NovaSeq	2021-07-26T13:19:05.206	2021	soil from walnut orchard	Chile: Santiago	02-01-2019	Heterorhabditis atacamensis	GCF_020387775.1	Yes	SET_1164
GCA_963895705.1	SAMEA115012623	Photorhabdus antumapuensis	Nanjing Agriculture University	not collected	2024-03-02T10:01:13.589	2024	_NA_	not collected	not collected	_NA_	GCF_963895705.1	Yes	SET_1164
