SetID	Assembly	BioSample	Organism	Submitter	SeqTech	SubmissionDate	SubmissionYear	IsolationSource	GeoLocName	CollectionDate	Host	RefSeq_Accession	RefSeq_Present
SET_1083	Different: GCA_900540195.1 | GCA_902482405.1	Different: SAMEA4890902 | SAMEA5852602	Same: uncultured Bacteroides sp.	Different: EBI | EMG	Same: Illumina	Different: 2019-02-08T12:13:04.850 | 2019-08-07T10:18:45.726	Same: 2019	Same: human gut	Different: _NA_ | Spain	Same: _NA_	Same: _NA_	Same: na	Same: No
SET_1084	Different: GCA_012912105.1 | GCA_963888085.1	Different: SAMN09468271 | SAMEA115018209	Same: Brasilonema sp. UFV-L1	Different: Sao Paulo State University (UNESP) | Nanjing Agriculture University	Different: Illumina HiSeq | not collected	Different: 2018-06-21T16:38:18.487 | 2024-03-02T10:04:07.914	Different: 2018 | 2024	Different: leaves | _NA_	Different: Brazil: Paraiba do Sul, Minas Gerais | not collected	Different: 2006 | not collected	Different: ligustrum | _NA_	Different: GCF_012912105.1 | GCF_963888085.1	Same: Yes
SET_1086	Different: GCA_003050165.1 | GCA_963879045.1	Different: SAMN08099571 | SAMEA115017664	Same: Vibrio splendidus	Different: Station Biologique Roscoff (CNRS/UMPC) | Nanjing Agriculture University	Different: Illumina HiSeq | not collected	Different: 2017-11-26T18:59:04.930 | 2024-03-02T10:03:46.659	Different: 2017 | 2024	Different: Filtered seawater (64 uM filter) | _NA_	Different: USA: Plum Island, MA | not collected	Different: 28-04-2006 | not collected	Same: _NA_	Different: GCF_003050165.1 | GCF_963879045.1	Same: Yes
SET_1089	Different: GCA_025349535.1 | GCA_025349575.1	Different: SAMN25183958 | SAMN25183956	Same: Lactobacillus iners	Same: Massachusetts General Hospital	Same: Illumina HiSeq	Different: 2022-01-22T22:28:04.003 | 2022-01-22T22:28:03.976	Same: 2022	Same: ectocervical mucosa	Same: South Africa	Same: 26-11-2013	Same: Homo sapiens	Same: na	Same: No
SET_109	Different: GCA_003858915.1 | GCA_009823005.1	Different: SAMN10476567 | SAMN11928126	Same: Escherichia coli	Different: Sun Yat-sen University | Sichuan University	Same: Illumina HiSeq	Different: 2018-11-26T08:43:06.646 | 2019-06-01T07:44:07.027	Different: 2018 | 2019	Different: Gut | feces	Different: China:Guangdong | Missing	Different: 2013 | Missing	Same: Homo sapiens	Different: GCF_003858915.1 | GCF_009823005.1	Same: Yes
SET_1090	Different: GCA_010602725.1 | GCA_963888425.1	Different: SAMN12250563 | SAMEA115018178	Same: Enterobacter ludwigii	Different: Ares Genetics | Nanjing Agriculture University	Different: Illumina NextSeq | not collected	Different: 2019-07-10T17:05:05.196 | 2024-03-02T10:04:07.145	Different: 2019 | 2024	Different: lung | _NA_	Different: USA | not collected	Different: 19-08-2015 | not collected	Different: Homo sapiens | _NA_	Different: GCF_010602725.1 | GCF_963888425.1	Same: Yes
SET_1091	Different: GCA_035397945.1 | GCA_036733485.1	Different: SAMN32865100 | SAMN28746383	Same: Candidatus Cloacimonas sp.	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T10:56:07.397 | 2022-05-30T03:55:38.843	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: USA	Same: 09-03-2015	Same: _NA_	Same: na	Same: No
SET_1095	Different: GCA_035400205.1 | GCA_036739375.1	Different: SAMN32865584 | SAMN28746716	Different: Candidatus Cloacimonas sp. | Candidatus Cloacimonadota bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T11:15:07.083 | 2022-05-30T04:53:37.406	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: USA	Same: 07-01-2015	Same: _NA_	Same: na	Same: No
SET_1096	Different: GCA_002913965.1 | GCA_902387005.1	Different: SAMN08200456 | SAMEA5851939	Same: Campylobacter concisus	Different: University of Bath | EMG	Different: Illumina MiSeq | Illumina	Different: 2017-12-18T18:19:06.146 | 2019-08-07T10:18:24.773	Different: 2017 | 2019	Different: feces | human gut	Different: Denmark: Aalborg | Denmark	Different: 2016 | _NA_	Different: Homo sapiens | _NA_	Different: GCF_002913965.1 | GCF_902387005.1	Same: Yes
SET_1097	Different: GCA_945828965.1 | GCA_945876595.1	Different: SAMEA110360394 | SAMEA110402113	Same: uncultured Atopobium sp.	Same: EMG	Same: NextSeq 500	Different: 2022-07-15T08:11:17.303 | 2022-07-22T13:12:51.230	Same: 2022	Same: pig gut metagenome	Same: Germany	Same: 01-08-2016	Same: _NA_	Same: na	Same: No
SET_1099	Different: GCA_003215235.1 | GCA_902564835.1	Different: SAMN08886379 | SAMEA6076060	Different: Pelagibacteraceae bacterium AG-410-B18 | uncultured Alphaproteobacteria bacterium	Different: Massachusetts Institute of Technology | WOODS HOLE OCEANOGRAPHIC INSTITUTION	Different: Illumina NextSeq 500 | illumina	Different: 2018-04-06T15:44:16.063 | 2019-10-26T16:11:26.070	Different: 2018 | 2019	Different: single cell amplified by WGA-X; seawater | marine water	Different: Atlantic Ocean | _NA_	Same: 28-06-2010	Same: _NA_	Same: na	Same: No
SET_11	Different: GCA_900770075.1 | GCA_902487285.1	Different: SAMEA5280192 | SAMEA5853081	Different: Spirochaetia bacterium | uncultured Treponema sp.	Different: DOE JGI | EMG	Different: Illumina HiSeq 2000 | Illumina	Different: 2019-02-01T10:30:46.230 | 2019-08-07T10:19:01.103	Same: 2019	Different: human stool | human gut	Different: Fiji | not provided	Different: 01-01-2018 | _NA_	Same: _NA_	Different: GCF_900770075.1 | GCF_902487285.1	Same: Yes
SET_1100	Different: GCA_014489805.1 | GCA_009905595.1	Different: SAMN15951548 | SAMN13831373	Different: Bacillus sp. Y1 | Bacillus sp. y1(2019)	Same: School of Life Sciences	Same: Illumina HiSeq	Different: 2020-08-31T23:02:05.980 | 2020-01-13T03:15:03.396	Same: 2020	Same: sediment soil	Different: China: yellow river | China: Huanghe River	Different: 12-10-2018 | 11-10-2017	Same: _NA_	Different: GCF_014489805.1 | GCF_009905595.1	Same: Yes
SET_1102	Different: GCA_001306215.1 | GCA_963869775.1	Different: SAMN04017838 | SAMEA115015880	Same: Vibrio splendidus	Different: UC Davis | Nanjing Agriculture University	Different: Illumina MiSeq | not collected	Different: 2015-08-28T17:23:06.853 | 2024-03-02T10:02:48.557	Different: 2015 | 2024	Different: Seagrass sediment | _NA_	Different: USA: Bodega Bay | not collected	Different: 2015 | not collected	Same: _NA_	Different: GCF_001306215.1 | GCF_963869775.1	Same: Yes
SET_1104	Different: GCA_002386385.1 | GCA_902388105.1	Different: SAMN07312408 | SAMEA5852040	Same: Citrobacter werkmanii	Different: University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center | EMG	Different: PacBio; Illumina | Illumina	Different: 2017-07-03T15:03:04.410 | 2019-08-07T10:18:28.163	Different: 2017 | 2019	Different: stool | human gut	Different: USA:DC | USA	Different: 17-07-2014 | _NA_	Different: Homo sapiens | _NA_	Different: GCF_002386385.1 | GCF_902388105.1	Same: Yes
SET_1105	Different: GCA_001435475.1 | GCA_902375735.1	Different: SAMN02369390 | SAMEA5851019	Different: Limosilactobacillus antri DSM 16041 | Limosilactobacillus antri	Different: Shanghai Majorbio | EMG	Different: Illumina MiSeq; Illumina HiSeq | Illumina	Different: 2013-09-29T22:32:46.993 | 2019-08-07T10:17:55.366	Different: 2013 | 2019	Different: gastric biopsies, stomach mucosa | human gut	Different: Sweden | not provided	Different: 2005 | _NA_	Different: Homo sapiens | _NA_	Different: GCF_001435475.1 | GCF_902375735.1	Same: Yes
SET_1106	Different: GCA_948844915.1 | GCA_949052245.1	Different: SAMEA112409446 | SAMEA112409805	Same: uncultured Bacteroidales bacterium	Same: UNIVERSITY OF CAMBRIDGE	Same: Illumina	Different: 2023-02-06T10:12:36.673 | 2023-02-06T10:12:50.880	Same: 2023	Same: feces	Same: USA	Same: not provided	Same: _NA_	Same: na	Same: No
SET_1109	Different: GCA_001462345.1 | GCA_001603875.1	Different: SAMN03998888 | SAMN03837534	Different: Fibrobacteria bacterium AD312 | Fibrobacterales bacterium Fibro_01	Different: The University of Queensland | University of Queensland	Same: Illumina HiSeq	Different: 2015-08-18T18:37:16.000 | 2015-07-01T20:01:10.000	Same: 2015	Different: cellulose fed anaerobic digester inoculated with sludge | 3 replicate cellulose-degrading anaerobic digesters sampled at day 96 and day 362	Same: Australia	Different: 06-02-2012 | 31-10-2012	Same: _NA_	Same: na	Same: No
SET_1113	Different: GCA_900555385.1 | GCA_902480305.1	Different: SAMEA4892422 | SAMEA5852390	Same: uncultured Pseudomonas sp.	Different: EBI | EMG	Same: Illumina	Different: 2019-01-28T10:15:26.963 | 2019-08-07T10:18:38.963	Same: 2019	Same: human gut	Different: _NA_ | USA	Same: _NA_	Same: _NA_	Same: na	Same: No
SET_1115	Different: GCA_004764665.1 | GCA_963882575.1	Different: SAMEA4755329 | SAMEA115017902	Same: Vibrio echinoideorum	Different: UNIVERSITY OF BIRMINGHAM | Nanjing Agriculture University	Different: Illumina HiSeq | not collected	Different: 2018-07-03T19:26:32.470 | 2024-03-02T10:03:58.389	Different: 2018 | 2024	Same: _NA_	Different: _NA_ | not collected	Different: _NA_ | not collected	Same: _NA_	Different: GCF_004764665.1 | GCF_963882575.1	Same: Yes
SET_1119	Different: GCA_003212995.1 | GCA_902583205.1	Different: SAMN08886476 | SAMEA6079942	Different: OCS155 cluster bacterium AG-430-M19 | uncultured Candidatus Actinomarina sp.	Different: Massachusetts Institute of Technology | WOODS HOLE OCEANOGRAPHIC INSTITUTION	Different: Illumina NextSeq 500 | illumina	Different: 2018-04-06T15:44:17.927 | 2019-10-26T18:19:55.540	Different: 2018 | 2019	Different: single cell amplified by WGA-X; seawater | marine water	Different: Atlantic Ocean | _NA_	Same: 30-11-2011	Same: _NA_	Same: na	Same: No
SET_112	Different: GCA_002117425.1 | GCA_902386715.1	Different: SAMN05982163 | SAMEA5851905	Same: Propionibacterium freudenreichii	Different: University of Florida | EMG	Different: PacBio | Illumina	Different: 2016-11-04T14:14:03.336 | 2019-08-07T10:18:23.820	Different: 2016 | 2019	Different: human breast milk fed baby feces | human gut	Same: USA	Different: 02-02-2015 | _NA_	Different: Homo sapiens | _NA_	Different: GCF_002117425.1 | GCF_902386715.1	Same: Yes
SET_1120	Different: GCA_000165125.2 | GCA_963860025.1	Different: SAMN02952911 | SAMEA115016921	Same: Vibrio caribbeanicus ATCC BAA-2122	Different: FDA | Nanjing Agriculture University	Different: 454 Titanium | not collected	Different: 2014-08-05T17:00:33.706 | 2024-03-02T10:03:21.774	Different: 2014 | 2024	Same: _NA_	Different: _NA_ | not collected	Different: _NA_ | not collected	Different: Scleritoderma cyanea | _NA_	Different: GCF_000165125.1 | GCF_963860025.1	Same: Yes
SET_1121	Different: GCA_948601995.1 | GCA_948947665.1 | GCA_949099765.1	Different: SAMEA112406091 | SAMEA112406279 | SAMEA112405986	Same: uncultured Bacteroidales bacterium	Same: UNIVERSITY OF CAMBRIDGE	Same: Illumina	Different: 2023-02-04T12:23:17.290 | 2023-02-04T12:23:22.770 | 2023-02-04T12:23:14.856	Same: 2023	Same: feces	Same: China	Same: not provided	Same: _NA_	Same: na	Same: No
SET_1122	Different: GCA_006246345.1 | GCA_963882945.1	Different: SAMN07312763 | SAMEA115016318	Same: Aeromonas dhakensis	Different: University of Connecticut Graf Lab | Nanjing Agriculture University	Different: Illumina MiSeq | not collected	Different: 2017-07-03T16:32:03.823 | 2024-03-02T10:03:01.388	Different: 2017 | 2024	Different: Missing | _NA_	Different: Martinique | not collected	Different: not available | not collected	Different: Homo sapiens | _NA_	Different: GCF_006246345.1 | GCF_963882945.1	Same: Yes
SET_1123	Different: GCA_945830655.1 | GCA_945869665.1	Different: SAMEA110360399 | SAMEA110402103	Same: uncultured Clostridia bacterium	Same: EMG	Same: NextSeq 500	Different: 2022-07-15T08:11:17.413 | 2022-07-22T13:12:50.926	Same: 2022	Same: pig gut metagenome	Same: Germany	Same: 01-08-2016	Same: _NA_	Same: na	Same: No
SET_1124	Different: GCA_003345675.1 | GCA_003391055.1	Different: SAMN09711903 | SAMN09772206	Different: Psychrilyobacter sp. S5 | Psychrilyobacter piezotolerans	Same: SIAM	Same: Illumina MiSeq	Different: 2018-07-25T08:05:03.603 | 2018-08-07T08:43:02.326	Same: 2018	Same: Black sea water	Same: Bulgaria	Same: 2017	Same: _NA_	Different: GCF_003345675.1 | GCF_003391055.1	Same: Yes
SET_1125	Different: GCA_001442985.1 | GCA_001536245.1	Same: SAMN03743790	Same: Armatimonadetes bacterium DC	Different: Joint Genome Institute | DOE - Joint Genome Institute	Different: Illumina | Illumina HiSeq 2000	Same: 2015-05-29T11:02:17.000	Same: 2015	Same: hot springs	Same: Canada:Dewar Creek	Same: 28-09-2012	Same: _NA_	Different: na | GCF_001536245.1	Different: No | Yes
SET_1126	Different: GCA_902850275.2 | GCA_903908965.1	Same: SAMEA6647150	Same: Streptococcus salivarius	Different: University of Oxford, Oxford, England, UK | INRA Toulouse	Same: Illumina HiSeq 2000	Same: 2020-04-25T09:00:33.476	Same: 2020	Same: blood culture	Same: France	Same: 2010	Same: Homo sapiens	Different: GCF_902850275.2 | GCF_903908965.1	Same: Yes
SET_1127	Different: GCA_900556105.1 | GCA_902483245.1	Different: SAMEA4892500 | SAMEA5852681	Same: uncultured Collinsella sp.	Different: EBI | EMG	Same: Illumina	Different: 2019-02-08T12:13:16.556 | 2019-08-07T10:18:48.463	Same: 2019	Same: human gut	Different: _NA_ | USA	Same: _NA_	Same: _NA_	Same: na	Same: No
SET_1129	Different: GCA_900766315.1 | GCA_902485435.1	Different: SAMEA5278193 | SAMEA5852902	Same: uncultured Clostridium sp.	Different: DOE JGI | EMG	Different: Illumina HiSeq 2000 | Illumina	Different: 2019-02-01T10:04:35.126 | 2019-08-07T10:18:55.463	Same: 2019	Different: human stool | human gut	Same: USA	Different: 01-01-2018 | _NA_	Same: _NA_	Different: GCF_900766315.1 | GCF_902485435.1	Same: Yes
SET_113	Different: GCA_002213845.1 | GCA_002213865.1	Different: SAMN07124737 | SAMN07124738	Different: Listeria monocytogenes serotype 1/2a str. 10-0933 | Listeria monocytogenes serotype 1/2a str. 10-0934	Same: Public Health Agency of Canada	Same: 454 Illumina	Different: 2017-05-15T15:42:20.013 | 2017-05-15T15:42:20.030	Same: 2017	Different: blood | cheese	Same: Canada: Quebec	Same: 2008	Different: Homo sapiens | Enviroment	Different: GCF_002213845.1 | GCF_002213865.1	Same: Yes
SET_1131	Different: GCA_000006765.1 | GCA_025452135.1	Different: SAMN02603714 | SAMN30711086	Different: Pseudomonas aeruginosa PAO1 | Pseudomonas aeruginosa	Different: PathoGenesis Corporation | Adeleke University	Different: _NA_ | Illumina	Different: 2014-01-30T14:21:48.150 | 2022-09-07T09:38:03.156	Different: 2014 | 2022	Different: _NA_ | Fish pond	Different: _NA_ | Nigeria	Different: _NA_ | 2020-02	Different: _NA_ | Tetradesmus dimorphus	Different: GCF_000006765.1 | GCF_025452135.1	Same: Yes
SET_1132	Different: GCA_949529355.1 | GCA_949533995.1	Different: SAMEA112730916 | SAMEA112731126	Same: uncultured Lachnospiraceae bacterium	Same: HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Different: Illumina HiSeq 2000 | NextSeq 500	Different: 2023-03-08T08:34:26.810 | 2023-03-08T08:34:34.020	Same: 2023	Same: mouse gut metagenome	Same: USA	Same: 15-01-2018	Same: _NA_	Same: na	Same: No
SET_1133	Different: GCA_900541145.1 | GCA_902482015.1	Different: SAMEA4890996 | SAMEA5852557	Same: uncultured Collinsella sp.	Different: EBI | EMG	Same: Illumina	Different: 2019-01-28T10:03:08.700 | 2019-08-07T10:18:44.320	Same: 2019	Same: human gut	Different: _NA_ | Netherlands	Same: _NA_	Same: _NA_	Same: na	Same: No
SET_1135	Different: GCA_004135025.1 | GCA_016723005.1	Different: SAMN10781789 | SAMN17221389	Different: Staphylococcus sp. SNAZ 59 | Staphylococcus sp. S59	Different: MJIIT | Universiti Teknologi Malaysia	Same: IonTorrent	Different: 2019-01-20T07:50:03.670 | 2021-01-05T20:44:06.490	Different: 2019 | 2021	Different: hospital wastewater | Lembah Pantai River	Different: Malaysia: Kuala Lumpur, PPUM | Malaysia: Kuala Lumpur	Different: 23-04-2014 | 2014-04	Same: _NA_	Different: GCF_004135025.1 | GCF_016723005.1	Same: Yes
SET_1137	Different: GCA_003213175.1 | GCA_902575745.1	Different: SAMN08886454 | SAMEA6079531	Different: SAR116 cluster bacterium AG-426-B08 | uncultured SAR116 cluster alpha proteobacterium	Different: Massachusetts Institute of Technology | WOODS HOLE OCEANOGRAPHIC INSTITUTION	Different: Illumina NextSeq 500 | illumina	Different: 2018-04-06T15:44:17.427 | 2019-10-26T18:19:41.916	Different: 2018 | 2019	Different: single cell amplified by WGA-X; seawater | marine water	Different: Atlantic Ocean | _NA_	Same: 12-11-2011	Same: _NA_	Same: na	Same: No
SET_1138	Different: GCA_949429105.1 | GCA_949461725.1 | GCA_949462175.1	Different: SAMEA112720557 | SAMEA112720352 | SAMEA112720240	Same: Porphyromonadaceae bacterium UBA3276	Same: HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Same: Illumina HiSeq 2500	Different: 2023-03-08T08:30:35.546 | 2023-03-08T08:30:28.813 | 2023-03-08T08:30:25.680	Same: 2023	Same: mouse gut metagenome	Same: China	Same: 25-01-2016	Same: _NA_	Same: na	Same: No
SET_114	Different: GCA_012952665.1 | GCA_016505285.2	Different: SAMN14265978 | SAMN10435572	Same: Citrobacter freundii	Different: University of Pittsburgh School of Medicine | University of Pittsburgh	Same: Oxford Nanopore MinION	Different: 2020-03-03T09:16:08.340 | 2018-11-16T11:11:10.537	Different: 2020 | 2018	Same: urine	Different: USA: Pennsylvania, Pittsburgh | USA: Pittsburgh, Pennsylvania	Same: 2017	Same: Homo sapiens	Different: GCF_012952665.1 | GCF_016505285.2	Same: Yes
SET_1140	Different: GCA_028321905.1 | GCA_028323095.1	Different: SAMN31322642 | SAMN31322641	Same: Lactiplantibacillus plantarum	Same: Icahn School of Medicine	Same: Illumina HiSeq	Different: 2022-10-17T16:27:14.148 | 2022-10-17T16:27:14.140	Same: 2022	Same: _NA_	Same: USA	Same: 13-07-2015	Same: Homo sapiens	Different: GCF_028321905.1 | GCF_028323095.1	Same: Yes
SET_1141	Different: GCA_900709235.2 | GCA_900709245.2	Different: SAMEA5412973 | SAMEA5412976	Same: Mycobacterium tuberculosis	Same: URMITE	Same: _NA_	Different: 2019-03-21T08:24:16.576 | 2019-03-21T08:24:16.593	Same: 2019	Different: cervical lymph node | Mesenteric lymph node	Same: _NA_	Same: _NA_	Same: _NA_	Different: GCF_900709235.2 | GCF_900709245.2	Same: Yes
SET_1142	Different: GCA_002170035.2 | GCA_002692165.1	Different: SAMN06972002 | SAMN07619772	Different: Cellvibrionales bacterium TMED148 | Porticoccaceae bacterium	Different: University of Southern California | Tara Oceans Consortium	Same: Illumina HiSeq	Different: 2017-05-12T20:08:12.356 | 2017-09-07T19:36:15.970	Same: 2017	Different: seawater | Mediterranean Sea	Same: Mediterranean Sea	Different: 2009 | 2012	Same: not applicable	Same: na	Same: No
