Assembly	BioSample	Organism	Submitter	SeqTech	SubmissionDate	IsolationSource	GeoLocName	CollectionDate	Host
GCA_949530485.1	SAMEA112731109	uncultured Angelakisella sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:33.590	mouse gut metagenome	USA	2018-01-15	
GCA_001403635.1	SAMEA3538361	Clostridium massiliamazoniense	URMITE	Illumina MP 250 bp	2015-09-14T08:23:54.990				
GCA_902375675.1	SAMEA5851016	Clostridiaceae bacterium	EMG	Illumina	2019-08-07T10:17:55.290	human gut	not provided		
GCA_949486855.1	SAMEA112731281	Bacteroidales bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:39.586	mouse gut metagenome	USA	2018-01-15	
GCA_949523705.1	SAMEA112730999	Bacteroidales bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:29.710	mouse gut metagenome	USA	2018-01-15	
GCA_900771265.1	SAMEA5279741	Bacteroidaceae bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:24:45.880	human stool	Fiji	2018-01-01	
GCA_902487815.1	SAMEA5853144	uncultured Prevotella sp.	EMG	Illumina	2019-08-07T10:19:03.276	human gut	not provided		
GCA_015773155.1	SAMN16965406	Escherichia coli	Yunnan Agricultural University	lllumina MiSeq	2020-12-01T01:59:07.933	feces	China:Yunnan	2018-04-12	pig
GCA_016722745.1	SAMN17304089	Escherichia coli	Yunnan Agricultural University	lllumina MiSeq	2021-01-13T03:37:07.066	feces	China:Yunnan	2018-04-12	pig
GCA_016792545.1	SAMN17598220	Escherichia coli	Yunnan Agricultural University	lllumina MiSeq	2021-01-26T20:59:04.646	feces	China:Yunnan	2018-04-12	pig
GCA_900767445.1	SAMEA5278857	uncultured Ruminobacter sp.	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:13:27.610	human stool	Fiji	2018-01-01	
GCA_902485955.1	SAMEA5852960	uncultured Succinivibrionaceae bacterium	EMG	Illumina	2019-08-07T10:18:57.306	human gut	not provided		
GCA_006367395.1	SAMN08471651	Acinetobacter baumannii	The First Affiliated Hospital, College of Medicine Zhejiang University	Illumina HiSeq	2018-02-06T12:29:06.257	blood	China:Hangzhou	2014-08-06	Homo sapiens
GCA_026805095.1	SAMN31902081	Acinetobacter baumannii	The First Affiliated Hospital, Zhejiang University School of Medicine	Illumina HiSeq	2022-11-28T21:00:06.980	missing	China:Hangzhou	2022-11-29	Homo sapiens
GCA_900767955.1	SAMEA5279326	Spirochaetia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:19:20.690	human stool	Fiji	2018-01-01	
GCA_902486065.1	SAMEA5852972	uncultured Treponema sp.	EMG	Illumina	2019-08-07T10:18:57.650	human gut	not provided		
GCA_040735085.1	SAMN37563199	Mycobacterium tuberculosis	Khon Kaen University	hybrid assembly of Illumina and Pacbio reads	2023-09-27T12:21:08.520	sputum	Thailand	2012	Homo sapiens
GCA_040820195.1	SAMN37563199	Mycobacterium tuberculosis	Khon Kaen University	hybrid genome assembly of Illumina, Oxford Nanopore, and Pacbio data; Illumina HiSeq; Oxford Nanopore PromethION; PacBio Sequel	2023-09-27T12:21:08.520	sputum	Thailand	2012	Homo sapiens
GCA_900551895.1	SAMEA4892076	uncultured Lachnospiraceae bacterium	EBI	Illumina	2019-01-28T10:12:36.660	human gut			
GCA_902483015.1	SAMEA5852653	uncultured Lachnospiraceae bacterium	EMG	Illumina	2019-08-07T10:18:47.370	human gut	USA		
GCA_012037005.1	SAMN14483191	Streptococcus suis	China Agriculture University	454	2020-03-29T22:01:04.737	pig farm	China:SiChuan	2017-10-01	pig
GCA_013344265.1	SAMN15052377	Streptococcus suis	China Agriculture University	454	2020-05-29T02:54:05.690	nasal	China	2017-10-01	pig
GCA_012952645.1	SAMN14265977	Citrobacter braakii	University of Pittsburgh School of Medicine	Oxford Nanopore MinION	2020-03-03T09:16:08.320	urine	USA: Pennsylvania, Pittsburgh	2017	Homo sapiens
GCA_016505445.2	SAMN10435561	Citrobacter braakii	University of Pittsburgh	Oxford Nanopore MinION	2018-11-16T11:11:10.367	urine	USA: Pittsburgh, Pennsylvania	2017	Homo sapiens
GCA_004125825.1	SAMN09721149	Fusibacter sp. A1	SIAM	Illumina MiSeq	2018-07-26T03:58:03.273	Black sea water	Bulgaria	2017	
GCA_013166675.1	SAMN14910126	Fusibacter sp. A1	Royal Netherlands Institute for Sea Research	Illumina MiSeq	2020-05-13T07:17:04.053	Black Sea sulfidic water	Bulgaria	2017	
GCA_003213165.1	SAMN08886455	OCS155 cluster bacterium AG-426-D23	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:17.443	single cell amplified by WGA-X; seawater	Atlantic Ocean	2011-11-12	
GCA_902576625.1	SAMEA6079572	uncultured Candidatus Actinomarina sp.	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T18:19:43.230	marine water		2011-11-12	
GCA_900771325.1	SAMEA5279899	Kiritimatiellia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:26:57.100	human stool	Fiji	2018-01-01	
GCA_902487775.1	SAMEA5853149	uncultured Verrucomicrobiota bacterium	EMG	Illumina	2019-08-07T10:19:03.416	human gut	not provided		
GCA_011774465.1	SAMN13684339	Gammaproteobacteria bacterium	Maharaja Krishnakumarsinhji Bhavnagar University	Illumina HiSeq	2019-12-27T05:14:07.810	Pelagic sediment	India: Gulf of Kutch	2017-05	
GCA_011777315.1	SAMN13684194	Gammaproteobacteria bacterium	Maharaja Krishnakumarsinhji Bhavnagar University	Illumina HiSeq	2019-12-27T05:14:05.453	Pelagic sediment	India: Gulf of Kutch	2017-05	
GCA_010591255.1	SAMN12250734	Klebsiella aerogenes	Ares Genetics	Illumina NextSeq	2019-07-10T17:05:08.590	lung	USA	2015-01-05	Homo sapiens
GCA_963887815.1	SAMEA115018168	Klebsiella aerogenes	Nanjing Agriculture University	not collected	2024-03-02T10:04:06.857		not collected	not collected	
GCA_003795845.1	SAMN10272791	Enterococcus faecium	McGill University and Genome Quebec Innovation Centre	Illumina MiSeq	2018-10-22T17:25:04.586	ceaca	Canada: BC, Agassiz	2005	Gallus gallus
GCA_003796945.1	SAMN10272790	Enterococcus faecium	McGill University and Genome Quebec Innovation Centre	Illumina MiSeq	2018-10-22T17:25:04.570	cloaca	Canada: BC, Agassiz	2005	Gallus gallus
GCA_001597745.1	SAMN04536954	Anabaena sp. 4-3	University of Texas at Austin	Illumina NextSeq	2016-03-07T16:46:03.063	Estuarial environment	USA: Port Aransas	2011	
GCA_963870035.1	SAMEA115017301	Anabaena sp. 4-3	Nanjing Agriculture University	not collected	2024-03-02T10:03:32.979		not collected	not collected	
GCA_001929565.1	SAMN04366520	Pasteurella multocida	University of California, Davis	Illumina HiSeq	2015-12-23T21:11:04.000	nasopharyngeal	USA: California, Dairy	2011-08-11	Bos taurus
GCA_001930385.1	SAMN04366522	Pasteurella multocida	University of California, Davis	Illumina HiSeq	2015-12-23T21:11:04.000	nasopharyngeal	USA: California, Dairy	2011-08-15	Bos taurus
GCA_009659535.1	SAMN12215090	Aggregicoccus sp. 17bor-14	Dongguk University, Biomedi Campus	Illumina HiSeq	2019-07-04T03:18:04.346	soil	South Korea: Ilsan	2018-05-18	
GCA_015354265.1	SAMN16622914	Simulacricoccus sp. 17bor-14	Dongguk University, Biomedi Campus	Illumina HiSeq	2020-11-02T03:49:04.440	soil	South Korea	2018-05-18	
GCA_900552685.1	SAMEA4892149	uncultured Collinsella sp.	EBI	Illumina	2019-01-28T10:13:14.993	human gut			
GCA_902467575.1	SAMEA5850449	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:17:38.146	human gut	United Kingdom		
GCA_035404745.1	SAMN32865756	Proteiniphilum sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T11:15:08.683	Activated sludge of municipal wastewater treatment plants	Hong Kong	2015-03-06	
GCA_036848335.1	SAMN28751794	Proteiniphilum sp.	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T08:22:22.110	sludge	Hong Kong	2015-03-06	
GCA_900550105.1	SAMEA4891895	uncultured Pelosinus sp.	EBI	Illumina	2019-01-28T10:10:58.190	human gut			
GCA_902482875.1	SAMEA5852636	uncultured Negativicutes bacterium	EMG	Illumina	2019-08-07T10:18:46.743	human gut	USA		
GCA_034366145.1	SAMN38656469	Escherichia coli	Nanjing Agricultural University	Complete Genomics	2023-12-05T01:47:05.206	feces	China:Nanjing	2021	Bovine
GCA_035481755.1	SAMN39248546	Escherichia coli	Nanjing Agricultural University	Complete Genomics	2024-01-04T03:23:10.866	feces	China:Jining	2023	bovine
GCA_001855565.1	SAMN05761787	Chromobacterium amazonense	USDA-ARS	PacBio	2016-09-10T09:08:03.250	bog	Brazil: Rio Negro River	missing	
GCA_963869205.1	SAMEA115017344	Chromobacterium amazonense	Nanjing Agriculture University	not collected	2024-03-02T10:03:33.790		not collected	not collected	
GCA_036832555.1	SAMN28750917	Rhodocyclaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:35:36.533	sludge	China	2012-03-01	
GCA_035427085.1	SAMN32867277	Azonexus sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T12:09:08.520	Foam and foaming activated sludge	China	2012-03-01	
GCA_035397285.1	SAMN32865134	Bacteroidales bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:07.710	Activated sludge of municipal wastewater treatment plants	USA	2015-03-09	
GCA_036807865.1	SAMN28749970	Bacteroidales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:09:38.656	sludge	USA	2015-03-09	
GCA_035394905.1	SAMN32865251	Candidatus Aminicenantota bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:08.853	Activated sludge of municipal wastewater treatment plants	Japan	2015-04-20	
GCA_036807885.1	SAMN28749694	Candidatus Aminicenantota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:09:35.130	sludge	Japan	2015-04-20	
GCA_900086715.1	SAMEA3959753	Gracilibacillus timonensis	URMITE	Illumina MP 250bp	2016-05-11T16:07:21.606				
GCA_902376075.1	SAMEA5851052	Gracilibacillus timonensis	EMG	Illumina	2019-08-07T10:17:56.290	human gut	not provided		
GCA_949533615.1	SAMEA112731051	uncultured Christensenella sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:32.113	mouse gut metagenome	USA	2018-01-15	
GCA_949542315.1	SAMEA112730822	uncultured Christensenella sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:24.273	mouse gut metagenome	USA	2018-01-15	
GCA_023502445.1	SAMN24804914	Bacillus altitudinis	Chinese Center for Disease Control and Prevention	Illumina HiSeq	2022-01-10T11:04:03.246	feces	China: Yunnan	2013-12	bat
GCA_027568435.1	SAMN30158603	Bacillus altitudinis	Chinese Center for Disease Control and Prevention	Illumina	2022-08-04T22:09:03.873	feces	China	2019	bat
GCA_003284265.1	SAMN08885963	SAR116 cluster bacterium AG-313-A07	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:08.277	single cell amplified by WGA-X; seawater	Pacific Ocean	2010-11-19	
GCA_902509625.1	SAMEA6076696	uncultured Alphaproteobacteria bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T16:11:45.930	marine water		2010-11-19	
GCA_900540215.1	SAMEA4890904	uncultured Anaeromassilibacillus sp.	EBI	Illumina	2019-01-28T10:02:18.866	human gut			
GCA_902481555.1	SAMEA5852509	uncultured Oscillospiraceae bacterium	EMG	Illumina	2019-08-07T10:18:42.820	human gut	USA		
GCA_018448905.1	SAMN10241663	Photorhabdus heterorhabditis	University of Bern	Illumina HiSeq	2018-10-15T11:16:12.080		Missing	Missing	Heterorhabditis
GCA_963892655.1	SAMEA115015460	Photorhabdus heterorhabditis	Nanjing Agriculture University	not collected	2024-03-02T10:02:29.722		not collected	not collected	
GCA_019688965.1	SAMN20717792	Pseudomonas syringae pv. tomato	Ottawa Research and Development Center	Illumina NextSeq	2021-08-11T22:19:06.163	leaf	Canada: Ontario	2001	tomato
GCA_019689035.1	SAMN20717788	Pseudomonas syringae pv. tomato	Ottawa Research and Development Center	Illumina NextSeq	2021-08-11T22:19:06.113	leaf	Canada: Ontario	2000	tomato
GCA_035427205.1	SAMN32867272	Chitinophagaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T12:09:08.470	Foam and foaming activated sludge	Hong Kong	2012-03-01	
GCA_036820865.1	SAMN28750110	Chitinophagaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:21:35.913	sludge	China	2012-03-01	
GCA_963902655.1	SAMEA115016796	Aeromonas rivipollensis	Nanjing Agriculture University	not collected	2024-03-02T10:03:19.238		not collected	not collected	
GCA_902482945.1	SAMEA5852649	uncultured Aeromonas sp.	EMG	Illumina	2019-08-07T10:18:47.150	human gut	USA		
GCA_902484385.1	SAMEA5852794	uncultured Duodenibacillus sp.	EMG	Illumina	2019-08-07T10:18:52.103	human gut	Mongolia		
GCA_900762965.1	SAMEA5278806	uncultured Sutterella sp.	DOE JGI	Illumina HiSeq 4000	2019-02-01T10:12:35.980	human stool	Mongolia	2018-01-01	
GCA_000821325.2	SAMEA2784220	Planococcus massiliensis	URMITE	Illumina MiSeq	2014-09-24T08:07:45.610				
GCA_902381745.1	SAMEA5850985	Planococcus massiliensis	EMG	Illumina	2019-08-07T10:17:54.290	human gut	not provided		
GCA_900551715.1	SAMEA4892059	uncultured Blautia sp.	EBI	Illumina	2019-01-28T10:12:26.523	human gut			
GCA_902481425.1	SAMEA5852490	uncultured Blautia sp.	EMG	Illumina	2019-08-07T10:18:42.180	human gut	USA		
GCA_001039635.1	SAMEA3146264	Crocosphaera watsonii WH 0402	UCSC		2014-11-30T12:05:34.847				
GCA_963865765.1	SAMEA115017149	Crocosphaera watsonii WH 0402	Nanjing Agriculture University	not collected	2024-03-02T10:03:28.250		not collected	not collected	
GCA_035398925.1	SAMN32865050	Casimicrobium sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:06.830	Activated sludge of municipal wastewater treatment plants	USA	2015-03-09	
GCA_036733505.1	SAMN28746380	Casimicrobium sp.	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:55:38.800	sludge	USA	2015-03-09	
GCA_949486885.1	SAMEA112731298	Alistipes sp. UBA6068	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:40.100	mouse gut metagenome	USA	2018-01-15	
GCA_949523165.1	SAMEA112730796	Alistipes sp. UBA6068	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:23.650	mouse gut metagenome	USA	2018-01-15	
GCA_949461815.1	SAMEA112720340	bacterium 1xD42-87	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2500	2023-03-08T08:30:28.486	mouse gut metagenome	China	2016-01-25	
GCA_949528755.1	SAMEA112720228	bacterium 1xD42-87	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2500	2023-03-08T08:30:25.333	mouse gut metagenome	China	2016-01-25	
GCA_035397165.1	SAMN32865136	Candidatus Woesebacteria bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:07.730	activated sludge of municipal wastewater treatment plants	USA	2015-03-09	
GCA_036781855.1	SAMN28748555	Patescibacteria group bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:49:40.146	sludge	USA	2015-03-09	
GCA_035404845.1	SAMN32865752	Caldisericia bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T11:15:08.650	Activated sludge of municipal wastewater treatment plants	Hong Kong	2015-03-06	
GCA_036743095.1	SAMN28746644	Calditrichota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T04:53:36.486	sludge	Hong Kong	2015-03-06	
GCA_035396185.1	SAMN32865189	Candidatus Mcinerneyibacteriales bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:08.217	Activated sludge of municipal wastewater treatment plants	Hong Kong	2015-01-26	
GCA_036792715.1	SAMN28748912	Candidatus Mcinerneyibacteriales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T06:45:40.766	sludge	Hong Kong	2015-01-26	
GCA_035324985.1	SAMN32809291	Miltoncostaeaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:06.767	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	
GCA_036826475.1	SAMN28750475	Miltoncostaeaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:28:33.036	sludge	Argentina	missing	
GCA_003384115.1	SAMN07656221	Cutibacterium acnes	University of Washington	Illumina	2017-09-15T16:30:03.713	tissue right Shoulder glenoid	USA: Seattle	missing	Homo sapiens
GCA_005937675.1	SAMN09289905	Cutibacterium acnes	University of Washington	Illumina MiSeq	2018-05-31T15:15:18.960	Tissue Right Shoulder GLENOID	USA	2015-12-23	Homo sapiens
GCA_002875495.1	SAMN05418023	Vibrio splendidus	Massachusetts Institute of Technology	Illumina HiSeq	2016-07-20T09:07:26.527	Filtered Seawater, >63 micron fraction	USA: Massachusetts, Nahant, Canoe Cove	2010-08-10	
GCA_963877945.1	SAMEA115017586	Vibrio splendidus	Nanjing Agriculture University	not collected	2024-03-02T10:03:39.905		not collected	not collected	
GCA_009649895.1	SAMN13135737	Citrobacter sp. H12-3-2	South China Agricultural University	PacBio RSII	2019-10-28T03:37:04.820	flower shop	China:Guangzhou	2017-04	flower
GCA_009649935.1	SAMN13135736	Citrobacter sp. S40-1-2	South China Agricultural University	PacBio RSII	2019-10-28T03:37:04.800	flower shop	China:Guangzhou	2017-04	flower
GCA_900766925.1	SAMEA5279135	Lachnospiraceae bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:16:59.600	human stool	Fiji	2018-01-01	
GCA_902485735.1	SAMEA5852931	uncultured Lachnospiraceae bacterium	EMG	Illumina	2019-08-07T10:18:56.446	human gut	not provided		
GCA_035397045.1	SAMN32865144	Minisyncoccota bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:07.800	Activated sludge of municipal wastewater treatment plants	Hong Kong	2015-01-26	
GCA_036781875.1	SAMN28748288	Patescibacteria group bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:49:36.826	sludge	Hong Kong	2015-01-26	
GCA_902373845.1	SAMEA5850820	Citrobacter youngae	EMG	Illumina	2019-08-07T10:17:49.383	human gut	not provided		
GCA_000155975.1	SAMN02415622	Citrobacter youngae ATCC 29220	Washington University Genome Sequencing Center		2013-11-20T14:49:19.057	missing	not determined	not determined	Homo sapiens
GCA_009887785.1	SAMN13701833	Acinetobacter baumannii	Walter Reed Army Institute of Research	Illumina MiSeq	2019-12-30T17:07:05.421	wound	Ukraine	2016-11-11	Homo sapiens
GCA_038434635.1	SAMN41005226	Acinetobacter baumannii	MRSN BI Team	Illumina MiSeq	2024-04-18T10:14:15.760	wound	Ukraine	2016-11-11	Homo sapiens
GCA_035397105.1	SAMN32865142	Cyclobacteriaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:07.783	Activated sludge of municipal wastewater treatment plants	Hong Kong	2015-01-26	
GCA_036733385.1	SAMN28746121	Cyclobacteriaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:55:35.673	sludge	Hong Kong	2015-01-26	
GCA_002847845.2	SAMN08193682	Globicatella sanguinis	Loyola University Chicago	Nanopore; Illumina	2017-12-16T21:05:05.440		USA: Maywood, IL	2015	Homo sapiens
GCA_030222485.2	SAMN34998828	Globicatella sanguinis	Loyola University Chicago	Illumina NextSeq; Oxford Nanopore MinION	2023-05-08T14:01:09.723		USA: Maywood, IL	NA	Homo sapiens
GCA_003279985.1	SAMN08886268	Pelagibacteraceae bacterium AG-365-P18	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:13.990	single cell amplified by WGA-X; seawater	Atlantic Ocean	2009-11-07	
GCA_902554365.1	SAMEA6068856	uncultured Alphaproteobacteria bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T17:13:39.093	marine water		2009-07-11	
GCA_900771115.1	SAMEA5279254	Clostridia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:18:26.890	human stool	Fiji	2018-01-01	
GCA_902487835.1	SAMEA5853135	uncultured Oscillospiraceae bacterium	EMG	Illumina	2019-08-07T10:19:02.963	human gut	not provided		
GCA_003282865.1	SAMN08886043	SAR116 cluster bacterium AG-325-I21	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:09.770	single cell amplified by WGA-X; seawater	Pacific Ocean	2010-11-29	
GCA_902516155.1	SAMEA6077355	uncultured SAR116 cluster alpha proteobacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T18:18:57.620	marine water		2010-11-29	
GCA_003858905.1	SAMN10476568	Escherichia coli	Sun Yat-sen University	Illumina HiSeq	2018-11-26T08:43:06.663	Gut	China:Guangdong	2014	Homo sapiens
GCA_009822985.1	SAMN11928127	Escherichia coli	Sichuan University	Illumina HiSeq	2019-06-01T07:44:07.047	feces	missing	missing	Homo sapiens
GCA_948870925.1	SAMEA112409504	uncultured Alistipes sp.	UNIVERSITY OF CAMBRIDGE	Illumina	2023-02-06T10:12:38.853	feces	USA	not provided	
GCA_948965385.1	SAMEA112409640	uncultured Alistipes sp.	UNIVERSITY OF CAMBRIDGE	Illumina	2023-02-06T10:12:47.430	feces	USA	not provided	
GCA_900766255.1	SAMEA5278435	uncultured Stenotrophomonas sp.	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:07:53.716	human stool	USA	2018-01-01	
GCA_902485465.1	SAMEA5852906	uncultured Stenotrophomonas sp.	EMG	Illumina	2019-08-07T10:18:55.650	human gut	USA		
GCA_002241155.1	SAMN06251401	Vibrio sp. V05_P4A8T149	Instituto de ecologia	Illumina MiSeq	2017-01-23T18:36:04.050	water column	Mexico: Cuatro Cienegas	2013-03	
