Organism.Name	TaxID	BioProject.Accession	BioProject.ID	Group	SubGroup	Size..Mb.	GC.	Replicons	WGS	Scaffolds	Genes	Proteins	Release.Date	Modify.Date	Status	Center	BioSample.Accession	Assembly.Accession	Reference	FTP.Path	Pubmed.ID	Strain	Actual.Size
Paludibacteraceae bacterium	2748031	PRJEB40266	664733	FCB group	Bacteroidota/Chlorobiota group	1.82595	34.8	-	CAJGBZ01	215	-	-	2020/10/10	2021/03/05	Contig	Shanghai MasScience Genomics Core	SAMEA7322031	GCA_904501805.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/501/805/GCA_904501805.1_MAG12	-	MAG12	1825947
uncultured Bacteroides sp.	162156	PRJEB31003	517862	FCB group	Bacteroidota/Chlorobiota group	3.74736	39.2	-	CAAFUP01	85	-	-	2019/04/04	2021/02/24	Contig	DOE JGI	SAMEA5279211	GCA_900766225.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/766/225/GCA_900766225.1_SRS335416_11	-	HGM04635	3747359
uncultured Bacteroides sp.	162156	PRJEB33885	559126	FCB group	Bacteroidota/Chlorobiota group	3.74736	39.2	-	CABTJP01	85	-	-	2019/09/06	2021/03/01	Contig	EMG	SAMEA5852873	GCA_902485155.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/485/155/GCA_902485155.1_UHGG-TPA_MGYG-HGUT-03367	-	MGYG-HGUT-03367	3747359
Staphylococcus pseudoxylosus	2282419	PRJNA668870	668870	Terrabacteria group	Bacillota	2.91011	35.2	chromosome:NZ_CP075500.1/CP075500.1	-	1	2555	2425	2021/05/26	2022/04/14	Chromosome	Ministry of Public Health-Thailand	SAMN17905385	GCA_018501965.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/501/965/GCA_018501965.1_ASM1850196v1	-	Colony297	2910105
Staphylococcus pseudoxylosus	2282419	PRJNA668870	668870	Terrabacteria group	Bacillota	2.91011	35.2	chromosome:NZ_CP075499.1/CP075499.1	-	1	2550	2419	2021/05/26	2022/06/03	Chromosome	Ministry of Public Health-Thailand	SAMN17905386	GCA_018514305.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/514/305/GCA_018514305.1_ASM1851430v1	-	Colony460	2910105
Vibrio paracholerae VCC19	1315314	PRJNA196311	196311	Pseudomonadota	Gammaproteobacteria	4.13489	47.2	-	ATEV02	54	3952	3597	2013/07/19	2022/01/21	Contig	Rede Paraense de genômica e proteômica	SAMN02802538	GCA_000438805.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/438/805/GCA_000438805.2_VCC19	25377699	VCC19	4134889
Vibrio paracholerae VCC19	1315314	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	4.13489	47.2	-	CAWLYN01	54	-	-	2024/02/29	2024/03/02	Contig	Nanjing Agriculture University	SAMEA115017009	GCA_963865215.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/865/215/GCA_963865215.1_ena-yuan-GCF_000438805.2	-	ena-yuan-GCF_000438805.2	4134889
uncultured Collinsella sp.	165190	PRJEB26432	517255	Terrabacteria group	Actinomycetota	2.04646	60.3	-	UROR01	187	-	-	2019/01/28	2019/01/28	Contig	European Bioinformatics Institute	SAMEA4891841	GCA_900549535.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/549/535/GCA_900549535.1_UMGS1203	-	UMGS1203	2046457
uncultured Collinsella sp.	165190	PRJEB33885	559126	Terrabacteria group	Actinomycetota	2.04646	60.3	-	CABSRZ01	187	-	-	2019/09/06	2021/03/01	Contig	EMG	SAMEA5852374	GCA_902480205.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/480/205/GCA_902480205.1_UHGG-TPA_MGYG-HGUT-02869	-	MGYG-HGUT-02869	2046457
Chromobacterium violaceum	536	PRJNA231221	231221	Pseudomonadota	Betaproteobacteria	4.80804	64.902	chromosome:NZ_CP069587.1/CP069587.1; plasmid unnamed:NZ_CP069588.1/CP069588.1	-	2	4562	4396	2021/02/15	2022/02/21	Complete Genome	US Food and Drug Administration 	SAMN16357415	GCA_016890085.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/890/085/GCA_016890085.1_ASM1689008v1	-	FDAARGOS_1273	4808040
Chromobacterium violaceum	536	PRJNA231221	231221	Pseudomonadota	Betaproteobacteria	4.80804	64.902	chromosome:NZ_CP069442.1/CP069442.1; plasmid unnamed:NZ_CP069443.1/CP069443.1	-	2	4560	4394	2021/02/15	2022/02/21	Complete Genome	US Food and Drug Administration 	SAMN16357416	GCA_016888985.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/888/985/GCA_016888985.1_ASM1688898v1	-	FDAARGOS_1274	4808040
Vibrio splendidus	29497	PRJNA419828	419828	Pseudomonadota	Gammaproteobacteria	5.73379	44.2	-	PIEV01	86	5141	4995	2018/04/12	2022/08/22	Contig	Station Biologique Roscoff (CNRS/UMPC)	SAMN08099577	GCA_003049865.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/049/865/GCF_003049865.1_ASM304986v1	-	ZF_41	5733793
Vibrio splendidus	29497	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	5.73379	44.2	-	CAWNYA01	86	-	-	2024/02/29	2024/03/02	Contig	Nanjing Agriculture University	SAMEA115016140	GCA_963878595.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/878/595/GCA_963878595.1_ena-yuan-GCF_003049865.1	-	ena-yuan-GCF_003049865.1	5733793
uncultured Blautia sp.	765821	PRJEB26432	517255	Terrabacteria group	Bacillota	4.08433	44.5	-	URVB01	100	-	-	2019/01/28	2019/01/28	Contig	European Bioinformatics Institute	SAMEA4891998	GCA_900551075.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/551/075/GCA_900551075.1_UMGS1369	-	UMGS1369	4084328
uncultured Blautia sp.	765821	PRJEB33885	559126	Terrabacteria group	Bacillota	4.08433	44.5	-	CABSVS01	100	-	-	2019/09/06	2021/03/01	Contig	EMG	SAMEA5852471	GCA_902481175.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/481/175/GCA_902481175.1_UHGG-TPA_MGYG-HGUT-02966	-	MGYG-HGUT-02966	4084328
Patescibacteria group bacterium	2052139	PRJNA843551	843551	Bacteria incertae sedis	Bacteria candidate phyla	0.73248	43.9	-	DAIUAF01	91	-	-	2024/02/23	2024/02/23	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN28751466	GCA_036847345.1	-	-	37994269	CTOTU18494	732480
bacterium	1869227	PRJNA925477	925477	unclassified Bacteria	bacterium	0.73248	43.9	-	DAOOZU01	91	720	671	2024/01/09	2024/01/09	Scaffold	CLUE-TERRA	SAMN32865264	GCA_035394725.1	-	-	38289113	AMR_MDS_3529	732480
Escherichia coli	562	PRJNA878632	878632	Pseudomonadota	Gammaproteobacteria	5.23365	50.7	-	JAOEFQ01	133	5199	4943	2022/09/26	2022/09/28	Contig	Provincial Hospital Affiliated to Shandong First Medical University	SAMN30840003	GCA_025421955.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/421/955/GCF_025421955.1_ASM2542195v1	-	BZ1001	5233646
Escherichia coli	562	PRJNA878632	878632	Pseudomonadota	Gammaproteobacteria	5.23365	50.7	-	JAQPGE01	133	5209	4909	2023/02/05	2023/02/07	Contig	Provincial Hospital Affiliated to Shandong First Medical University	SAMN30948388	GCA_028464465.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/464/465/GCF_028464465.1_ASM2846446v1	-	BZ1001	5233646
Streptococcus danieliae	747656	PRJNA643572	643572	Terrabacteria group	Bacillota	1.70462	44.7	-	JACBYG01	525	1756	1527	2020/07/14	2022/08/09	Contig	King's College London	SAMN15420183	GCA_013415205.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/415/205/GCA_013415205.1_ASM1341520v1	-	CCW311	1704623
Streptococcus danieliae	747656	PRJNA671681	671681	Terrabacteria group	Bacillota	1.70462	44.7	-	JADGKO01	525	1721	1514	2020/11/04	2021/11/06	Contig	King's College London	SAMN16540218	GCA_015234775.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/234/775/GCA_015234775.1_ASM1523477v1	-	CCW311.1	1704623
Bacteroides thetaiotaomicron	818	PRJNA637878	637878	FCB group	Bacteroidota/Chlorobiota group	6.65335	43.3	-	JADMVD01	83	5324	5156	2020/11/17	2022/10/07	Scaffold	Icahn School of Medicine at Mount Sinai	SAMN15533274	GCA_015547465.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/547/465/GCA_015547465.1_ASM1554746v1	-	1001095H_141210_D10	6653351
Bacteroides thetaiotaomicron	818	PRJNA880610	880610	FCB group	Bacteroidota/Chlorobiota group	6.65335	43.3	-	JAQNVQ01	83	5329	5194	2023/02/01	2023/02/03	Scaffold	Icahn School of Medicine	SAMN31320702	GCA_028399385.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/399/385/GCF_028399385.1_ASM2839938v1	-	1001095st1_D10_1001095H_141210	6653351
Xenorhabdus bovienii str. puntauvense	1398201	PRJEB4322	255480	Pseudomonadota	Gammaproteobacteria	4.4516	44.3	-	CBSW01	261	4181	3909	2014/07/17	2021/12/02	Scaffold	University of Wisconsin, Madison USA	SAMEA3139093	GCA_000736635.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/736/635/GCA_000736635.1_XBP_3528_PRJEB4322	-	puntauvense	4451605
Xenorhabdus bovienii str. puntauvense	1398201	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	4.4516	44.3	-	CAWLWN01	261	-	-	2024/02/29	2024/03/02	Scaffold	Nanjing Agriculture University	SAMEA115017065	GCA_963864335.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/864/335/GCA_963864335.1_ena-yuan-GCF_000736635.1	-	puntauvense	4451605
Listeria monocytogenes serotype 4b str. 02-6679	1196174	PRJNA167887	167887	Terrabacteria group	Bacillota	2.908	38	chromosome:NZ_CP008821.1/CP008821.1	-	1	2883	2788	2017/06/30	2021/12/20	Complete Genome	Public Health Agency of Canada	SAMN02944848	GCA_002213505.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/213/505/GCF_002213505.1_ASM221350v1	-	02-6679	2908004
Listeria monocytogenes serotype 4b str. 02-6680	1196175	PRJNA167888	167888	Terrabacteria group	Bacillota	2.908	38	chromosome:NZ_CP007462.1/CP007462.1	-	1	2883	2788	2017/06/30	2021/12/20	Complete Genome	Public Health Agency of Canada	SAMN07124742	GCA_002213965.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/213/965/GCF_002213965.1_ASM221396v1	-	02-6680	2908004
uncultured Eubacteriales bacterium	172733	PRJEB21624	393957	Terrabacteria group	Bacillota	2.49872	55.5	-	OMYS01	108	-	-	2018/03/19	2018/03/19	Contig	THE ROSLIN INSTITUTE	SAMEA104666483	GCA_900315305.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/315/305/GCA_900315305.1_Rumen_uncultured_genome_RUG094	-	RUG094	2498716
uncultured Lachnospiraceae bacterium	297314	PRJEB31266	522726	Terrabacteria group	Bacillota	2.49872	55.5	-	CACWDE01	108	-	-	2020/02/10	2021/02/22	Contig	THE ROSLIN INSTITUTE	SAMEA6148597	GCA_902759565.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/759/565/GCA_902759565.1_Rumen_uncultured_genome_RUG10464	-	RUG10464	2498716
uncultured Prevotellaceae bacterium	370804	PRJEB21624	393957	FCB group	Bacteroidota/Chlorobiota group	2.81055	51.2	-	ONML01	87	-	-	2018/03/19	2018/03/19	Scaffold	THE ROSLIN INSTITUTE	SAMEA104667063	GCA_900318895.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/895/GCA_900318895.1_Rumen_uncultured_genome_RUG445	-	RUG445	2810551
uncultured Prevotellaceae bacterium	370804	PRJEB31266	522726	FCB group	Bacteroidota/Chlorobiota group	2.81055	51.2	-	CACVZZ01	87	-	-	2020/02/10	2021/02/22	Scaffold	THE ROSLIN INSTITUTE	SAMEA6148528	GCA_902758735.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/758/735/GCA_902758735.1_Rumen_uncultured_genome_RUG10395	-	RUG10395	2810551
uncultured Erysipelotrichaceae bacterium	331630	PRJEB31266	522726	Terrabacteria group	Bacillota	0.904095	28.4	-	CACWDJ01	114	-	-	2020/02/10	2021/02/22	Contig	THE ROSLIN INSTITUTE	SAMEA6148613	GCA_902759575.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/759/575/GCA_902759575.1_Rumen_uncultured_genome_RUG10480	-	RUG10480	904095
uncultured Eubacteriales bacterium	172733	PRJEB21624	393957	Terrabacteria group	Bacillota	0.904095	28.4	-	ONXO01	114	-	-	2018/03/19	2018/03/19	Contig	THE ROSLIN INSTITUTE	SAMEA104666699	GCA_900321795.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/321/795/GCA_900321795.1_Rumen_uncultured_genome_RUG727	-	RUG727	904095
Nitrosopumilus sp.	2024843	PRJNA623061	623061	TACK group	Nitrososphaerota	1.16784	33.3	-	JABDOO01	160	1587	1543	2020/05/11	2020/05/11	Contig	Monash University	SAMN14538026	GCA_013043295.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/043/295/GCA_013043295.1_ASM1304329v1	-	Site_A32	1167840
Nitrosopumilus sp.	2024843	PRJNA623061	623061	TACK group	Nitrososphaerota	1.16784	33.3	-	JAHHIZ01	160	1562	1519	2021/06/02	2021/06/02	Contig	Monash University	SAMN19246858	GCA_018680225.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/680/225/GCA_018680225.1_ASM1868022v1	-	HDS-58	1167840
Pantoea nemavictus	2726955	PRJNA743218	743218	Pseudomonadota	Gammaproteobacteria	5.1903	54.6	-	JBBGZW01	2	4735	4590	2024/03/23	2024/03/23	Contig	Christian-Albrechts-University Kiel	SAMN38840230	GCA_037479095.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/479/095/GCF_037479095.1_ASM3747909v1	-	BIGb0393	5190298
Pantoea nemavictus	2726955	PRJNA624308	624308	Pseudomonadota	Gammaproteobacteria	5.1903	54.6	-	JACAWY01	2	4735	4494	2020/07/21	2023/08/08	Contig	None	SAMN14598232	GCA_013450275.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/450/275/GCA_013450275.1_ASM1345027v1	32669368	BIGb0393	5190298
Candidatus Moraniibacteriota bacterium	2045217	PRJNA925477	925477	Bacteria incertae sedis	Bacteria candidate phyla	0.936745	37.8	-	DAOPMQ01	48	966	918	2024/01/09	2024/01/09	Scaffold	CLUE-TERRA	SAMN32865593	GCA_035400045.1	-	-	38289113	AMR_MDS_3622	936745
Candidatus Moraniibacteriota bacterium	2045217	PRJNA843551	843551	Bacteria incertae sedis	Bacteria candidate phyla	0.936745	37.8	-	DAIUDF01	48	-	-	2024/02/23	2024/02/23	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN28751720	GCA_036845785.1	-	-	37994269	CTOTU18587	936745
Staphylococcus schleiferi	1295	PRJEB33885	559126	Terrabacteria group	Bacillota	2.47882	36.1	-	CABKRV01	4	2331	2200	2019/08/12	2022/04/14	Scaffold	EMG	SAMEA5850940	GCA_902374935.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/374/935/GCA_902374935.1_MGYG-HGUT-01437	-	MGYG-HGUT-01437	2478823
Staphylococcus sp. HGB0015	1078083	PRJNA72485	72485	Terrabacteria group	Bacillota	2.47882	36.1	-	AGEO01	4	2332	2197	2013/06/13	2021/12/09	Scaffold	Broad Institute	SAMN02596732	GCA_000411275.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/411/275/GCA_000411275.1_Stap_sp_HGB0015_V1	-	HGB0015	2478823
uncultured Clostridium sp.	59620	PRJEB33885	559126	Terrabacteria group	Bacillota	1.9766	51.2	-	CABTSL01	246	-	-	2019/09/06	2021/03/01	Contig	EMG	SAMEA5853104	GCA_902487515.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/487/515/GCA_902487515.1_UHGG-TPA_MGYG-HGUT-03598	-	MGYG-HGUT-03598	1976603
Lachnospiraceae bacterium	1898203	PRJEB31003	517862	Terrabacteria group	Bacillota	1.9766	51.2	-	CAAHDV01	246	-	-	2019/04/04	2021/02/24	Contig	DOE JGI	SAMEA5278245	GCA_900770535.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/770/535/GCA_900770535.1_SRS476339_17	-	HGM11916	1976603
Limosilactobacillus reuteri	1598	PRJNA472230	472230	Terrabacteria group	Bacillota	2.15145	38.6	-	QGHS01	391	2276	2069	2018/05/29	2021/10/06	Scaffold	Key laboratory of dairy biotechnology  and engineering	SAMN08934319	GCA_003175035.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/175/035/GCF_003175035.1_ASM317503v1	-	LR12	2151450
Limosilactobacillus reuteri	1598	PRJNA744373	744373	Terrabacteria group	Bacillota	2.15145	38.6	-	JAJAOX01	391	2277	2073	2022/03/07	2022/03/09	Scaffold	Quaid-I-Azam University	SAMN20114177	GCA_022509405.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/509/405/GCA_022509405.1_ASM2250940v1	-	QAULRN15	2151450
Akkermansia muciniphila	239935	PRJEB59335	931538	PVC group	Verrucomicrobiota	2.77578	55.5	-	CAOTLS01	22	-	-	2023/02/03	2023/02/04	Scaffold	UNIVERSITY OF CAMBRIDGE	SAMEA112406092	GCA_948531275.1	-	-	-	MGBC133172	2775785
Akkermansia muciniphila	239935	PRJEB59335	931538	PVC group	Verrucomicrobiota	2.77578	55.5	-	CAQXTW01	22	-	-	2023/02/03	2023/02/04	Scaffold	UNIVERSITY OF CAMBRIDGE	SAMEA112406293	GCA_948916745.1	-	-	-	MGBC133373	2775785
Akkermansia muciniphila	239935	PRJEB59335	931538	PVC group	Verrucomicrobiota	2.77578	55.5	-	CASAGA01	22	-	-	2023/02/03	2023/02/04	Scaffold	UNIVERSITY OF CAMBRIDGE	SAMEA112405983	GCA_949115215.1	-	-	-	MGBC133062	2775785
Chryseolinea sp.	2059303	PRJNA925477	925477	FCB group	Bacteroidota/Chlorobiota group	4.78982	39.6	-	DAOOYM01	334	4334	4271	2024/01/09	2024/01/09	Scaffold	CLUE-TERRA	SAMN32865298	GCA_035394025.1	-	-	38289113	AMR_MDS_3563	4789822
Chryseolinea sp.	2059303	PRJNA843551	843551	FCB group	Bacteroidota/Chlorobiota group	4.78982	39.6	-	DAIQPD01	334	-	-	2024/02/22	2024/02/22	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN28749166	GCA_036787535.1	-	-	37994269	CTOTU18528	4789822
Klebsiella sp. 78592	3079092	PRJNA1023557	1023557	Pseudomonadota	Gammaproteobacteria	5.67461	57.1	-	JAWJRX01	117	5715	5466	2024/03/04	2024/03/06	Contig	the First Affiliated Hospital of Medical School	SAMN37663590	GCA_036999645.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/999/645/GCF_036999645.1_ASM3699964v1	38295990	78592	5674608
Klebsiella pneumoniae	573	PRJNA870306	870306	Pseudomonadota	Gammaproteobacteria	5.67461	57.1	-	JANTEF01	117	-	-	2022/11/13	2022/11/13	Contig	Zhejiang university	SAMN30369284	GCA_026164045.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/164/045/GCF_026164045.1_ASM2616404v1	-	PRKP10	5674608
Latilactobacillus sp.	2767917	PRJNA786256	786256	Terrabacteria group	Bacillota	1.84195	41.2	-	JAMQEW01	23	1863	1794	2023/11/01	2023/11/02	Contig	Agriculture and Agri-Food Canada	SAMN28860908	GCA_033176365.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/176/365/GCA_033176365.1_ASM3317636v1	-	W12_4B.1	1841947
Latilactobacillus sp.	2767917	PRJNA786256	786256	Terrabacteria group	Bacillota	1.84195	41.2	-	JAMQER01	23	1863	1793	2023/11/01	2023/11/02	Contig	Agriculture and Agri-Food Canada	SAMN28860903	GCA_033176545.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/176/545/GCA_033176545.1_ASM3317654v1	-	W12_1B.1	1841947
Citrobacter portucalensis	1639133	PRJNA1023011	1023011	Pseudomonadota	Gammaproteobacteria	5.19351	51.6	-	JAWIEY01	84	5003	4833	2023/10/16	2023/10/16	Scaffold	Second Affiliated Hospital of Zhejiang University, School of Medicine	SAMN37637234	GCA_032745655.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/745/655/GCA_032745655.1_ASM3274565v1	-	23-C-SRM-5	5193506
Citrobacter portucalensis	1639133	PRJNA1055688	1055688	Pseudomonadota	Gammaproteobacteria	5.19351	51.6	-	JAYGSM01	84	5003	4833	2024/01/03	2024/01/03	Scaffold	The Second Affiliated Hospital of Zhejiang University School of Medicine, Zhejiang University	SAMN39063253	GCA_035021445.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/021/445/GCF_035021445.1_ASM3502144v1	-	C-SRM-5	5193506
uncultured Prevotellaceae bacterium	370804	PRJEB21624	393957	FCB group	Bacteroidota/Chlorobiota group	2.98504	50.3	-	ONIY01	97	-	-	2018/03/19	2018/03/19	Scaffold	THE ROSLIN INSTITUTE	SAMEA104667041	GCA_900318065.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/065/GCA_900318065.1_Rumen_uncultured_genome_RUG354	-	RUG354	2985043
uncultured Bacteroidales bacterium	194843	PRJEB31266	522726	FCB group	Bacteroidota/Chlorobiota group	2.98504	50.3	-	CACVZK01	97	-	-	2020/02/10	2021/02/22	Scaffold	THE ROSLIN INSTITUTE	SAMEA6148513	GCA_902758605.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/758/605/GCA_902758605.1_Rumen_uncultured_genome_RUG10380	-	RUG10380	2985043
Coriobacteriaceae bacterium	2011094	PRJEB33885	559126	Terrabacteria group	Actinomycetota	2.28466	60.1	-	CABOGT01	31	-	-	2019/08/15	2019/08/15	Scaffold	EMG	SAMEA5853202	GCA_902399915.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/399/915/GCA_902399915.1_UHGG_MGYG-HGUT-03696	-	MGYG-HGUT-03696	2284659
Collinsella sp. TF12-2AT	2292337	PRJNA482748	482748	Terrabacteria group	Actinomycetota	2.28466	60.1	-	QSQK01	31	1999	1923	2018/08/31	2022/07/30	Scaffold	BGI	SAMN09736958	GCA_003436735.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/436/735/GCF_003436735.1_ASM343673v1	-	TF12-2AT	2284659
uncultured Collinsella sp.	165190	PRJEB26432	517255	Terrabacteria group	Actinomycetota	2.06265	59.9	-	UQNU01	93	-	-	2019/01/28	2019/01/28	Contig	European Bioinformatics Institute	SAMEA4891133	GCA_900542555.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/542/555/GCA_900542555.1_UMGS467	-	UMGS467	2062654
uncultured Collinsella sp.	165190	PRJEB33885	559126	Terrabacteria group	Actinomycetota	2.06265	59.9	-	CABSYI01	93	-	-	2019/09/06	2021/03/01	Contig	EMG	SAMEA5852541	GCA_902481945.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/481/945/GCA_902481945.1_UHGG-TPA_MGYG-HGUT-03036	-	MGYG-HGUT-03036	2062654
Rhodoglobus sp.	1950123	PRJNA925477	925477	Other	Other	2.32688	67.3	-	DAOOYN01	520	2736	2687	2024/01/09	2024/01/09	Scaffold	CLUE-TERRA	SAMN32865297	GCA_035394065.1	-	-	38289113	AMR_MDS_3562	2326879
Rhodoglobus sp.	1950123	PRJNA843551	843551	Other	Other	2.32688	67.3	-	DAISJW01	520	-	-	2024/02/23	2024/02/23	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN28750411	GCA_036821265.1	-	-	37994269	CTOTU18527	2326879
Thermotogota bacterium	2053689	PRJNA925477	925477	Thermotogota	unclassified Thermotogota	3.34009	42.6	-	DAONGU01	149	3036	2995	2024/01/09	2024/01/09	Scaffold	CLUE-TERRA	SAMN32865780	GCA_035404285.1	-	-	38289113	AMR_MDS_3809	3340091
Thermotogota bacterium	2053689	PRJNA843551	843551	Thermotogota	unclassified Thermotogota	3.34009	42.6	-	DAIRFB01	149	-	-	2024/02/22	2024/02/22	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN28749301	GCA_036795295.1	-	-	37994269	CTOTU18774	3340091
Vibrio splendidus	29497	PRJNA328102	328102	Pseudomonadota	Gammaproteobacteria	5.58268	44.1	-	MDBW01	170	4932	4755	2018/01/11	2022/03/21	Scaffold	Massachusetts Institute of Technology	SAMN05417989	GCA_002875065.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/875/065/GCF_002875065.1_ASM287506v1	29364876	10N.222.46.A6	5582678
Vibrio splendidus	29497	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	5.58268	44.1	-	CAWNUQ01	170	-	-	2024/02/29	2024/03/02	Scaffold	Nanjing Agriculture University	SAMEA115017581	GCA_963877745.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/877/745/GCA_963877745.1_ena-yuan-GCF_002875065.1	-	ena-yuan-GCF_002875065.1	5582678
uncultured Eubacteriales bacterium	172733	PRJEB21624	393957	Terrabacteria group	Bacillota	2.75753	63.3	-	ONLE01	290	-	-	2018/03/19	2018/03/19	Scaffold	THE ROSLIN INSTITUTE	SAMEA104666590	GCA_900318515.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/515/GCA_900318515.1_Rumen_uncultured_genome_RUG404	-	RUG404	2757535
uncultured Eubacteriales bacterium	172733	PRJEB31266	522726	Terrabacteria group	Bacillota	2.75753	63.3	-	CACVOO01	290	-	-	2020/02/10	2021/02/22	Scaffold	THE ROSLIN INSTITUTE	SAMEA6148220	GCA_902755765.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/755/765/GCA_902755765.1_Rumen_uncultured_genome_RUG10087	-	RUG10087	2757535
uncultured Ruminococcus sp.	165186	PRJEB52643	840725	Terrabacteria group	Bacillota	2.41925	46.9	-	CALZPY01	282	-	-	2022/08/20	2022/09/02	Contig	EMG	SAMEA110360447	GCA_945828255.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/828/255/GCA_945828255.1_SRR5240751_bin.40_metaWRAP_v1.3_MAG	-	SRR5240751_bin.40_metaWRAP_v1.3_MAG	2419248
uncultured Ruminococcus sp.	165186	PRJEB52676	840749	Terrabacteria group	Bacillota	2.41925	46.9	-	CAMBJF01	282	-	-	2022/08/20	2022/09/02	Contig	EMG	SAMEA110402076	GCA_945867875.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/867/875/GCA_945867875.1_ERR1855543_bin.32_metaWRAP_v1.3_MAG	-	ERR1855543_bin.32_metaWRAP_v1.3_MAG	2419248
