Assembly Accession	Actual Size
GCA_036827585.1	1896474
GCA_015273015.1	2746521
GCA_022396095.1	2746521
GCA_900549455.1	1908924
GCA_902481805.1	1908924
GCA_002875065.1	5582678
GCA_963877745.1	5582678
GCA_904501945.1	2255267
GCA_015656845.1	2255267
GCA_015904865.1	1650739
GCA_017594815.1	1650739
GCA_003471765.1	2258161
GCA_902364615.1	2258161
GCA_900313785.1	2731248
GCA_902757525.1	2731248
GCA_022405205.1	2751661
GCA_022405255.1	2751661
GCA_003397485.1	7009409
GCA_009299775.1	7009409
GCA_003355085.1	4112629
GCA_002286295.1	4112627
GCA_019375135.1	5003992
GCA_009600665.1	5003992
GCA_902374555.1	4681222
GCA_000239335.1	4681222
GCA_921447065.1	3289414
GCA_000739315.1	3289409
GCA_026410105.1	5626354
GCA_026410125.1	5626348
GCA_900316735.1	2998218
GCA_902759145.1	2998218
GCA_018327265.1	2230853
GCA_018327325.1	2230853
GCA_025971775.1	1643323
GCA_027860375.1	1643323
GCA_006151705.1	6188539
GCA_901007645.1	6188539
GCA_016813695.1	3983916
GCA_016813735.1	3983916
GCA_902362875.1	3036595
GCA_900066705.1	3036595
GCA_003149225.1	6668541
GCA_900115935.1	6668541
GCA_019137795.1	3498368
GCA_963895405.1	3498368
GCA_015905165.1	1667459
GCA_017595035.1	1667459
GCA_035435305.1	3050324
GCA_036786185.1	3050324
GCA_035398225.1	1885066
GCA_036739335.1	1885066
GCA_028226565.1	5838431
GCA_028225535.1	5838427
GCA_000469345.1	3447136
GCA_902375155.1	3447136
GCA_026128545.1	5726691
GCA_026198275.1	5726691
GCA_026625025.1	5467641
GCA_000195775.2	5467641
GCA_035063525.1	5154846
GCA_036440635.1	5154846
GCA_000417505.1	2615280
GCA_902385975.1	2615280
GCA_002447875.1	4411290
GCA_002446875.1	4411288
GCA_900541065.1	2270965
GCA_902480685.1	2270965
GCA_040367275.1	2233133
GCA_900087685.2	2233133
GCA_011765235.1	4472460
GCA_963887985.1	4472460
GCA_020685185.1	1716260
GCA_022127985.1	1716260
GCA_020687665.1	1716265
GCA_022128005.1	1716265
GCA_035400005.1	2137638
GCA_036738715.1	2137638
GCA_019047805.1	2881812
GCA_017876455.1	2881812
GCA_035395885.1	2546434
GCA_036823375.1	2546434
GCA_020783915.1	4914361
GCA_020783955.1	4914362
GCA_035400245.1	763767
GCA_036825215.1	763767
GCA_002995435.1	3751213
GCA_963877065.1	3751213
GCA_035398905.1	4468852
GCA_036795595.1	4468852
GCA_902479795.1	1665260
GCA_900556145.1	1665260
GCA_004010975.1	3007503
GCA_015238575.1	3007502
GCA_036417805.1	6716160
GCA_036417915.1	6716160
GCA_025055575.1	2436020
GCA_033583435.1	2436020
GCA_024752515.1	4215585
GCA_022700955.1	4215582
GCA_002633395.1	8325244
GCA_900090155.1	8325244
GCA_034646055.1	891374
GCA_034646875.2	891374
GCA_902759555.1	3800881
GCA_900317155.1	3800881
GCA_902758475.1	3414015
GCA_900315035.1	3414015
GCA_009647385.1	5469970
GCA_963886325.1	5469970
GCA_902759295.1	2189629
GCA_900315045.1	2189629
GCA_039749075.1	4728525
GCA_039749235.1	4728527
GCA_039749295.1	4728527
GCA_018603475.1	3998712
GCA_018603455.1	3998707
GCA_001039555.1	4683052
GCA_963865605.1	4683052
GCA_900543485.1	2474898
GCA_902481085.1	2474898
GCA_013294665.1	6140113
GCA_013294915.1	6140113
GCA_013295665.1	6140113
GCA_013296105.1	6140110
GCA_900317465.1	3266496
GCA_902758895.1	3266496
GCA_902758915.1	2304701
GCA_900316225.1	2304701
GCA_035394345.1	3421460
GCA_036725205.1	3421460
GCA_001485215.1	6386310
GCA_963869305.1	6386310
GCA_005844305.1	3334864
GCA_015550775.1	3334864
GCA_002237775.1	3835730
GCA_900156125.1	3835730
GCA_014237495.1	3259324
GCA_028286225.1	3259324
GCA_040373215.1	2217882
GCA_900087625.2	2217882
GCA_900768855.1	1361363
GCA_902486555.1	1361363
GCA_003211835.1	1103143
GCA_902612685.1	1103143
GCA_041051995.1	5847894
GCA_021727355.1	5847886
GCA_018619515.1	7871924
GCA_022399475.1	7871924
GCA_001404695.1	2187920
GCA_902362815.1	2187920
GCA_003436715.1	3900702
GCA_902399905.1	3900702
GCA_017115705.1	3102825
GCA_901284425.1	3102825
GCA_003283915.1	1904729
GCA_902513355.1	1904729
GCA_035427225.1	4601253
GCA_036720075.1	4601253
GCA_040735115.1	4430612
GCA_040820785.1	4430612
GCA_009627215.1	3693564
GCA_009627115.1	3693560
GCA_900314585.1	1038029
GCA_902755175.1	1038029
GCA_902758045.1	2244306
GCA_900320805.1	2244306
GCA_023534565.1	5411477
GCA_023535245.1	5411477
GCA_902758145.1	1796167
GCA_900318905.1	1796167
GCA_949543935.1	1599227
GCA_949551925.1	1599227
GCA_019839265.1	1610081
GCA_019839305.1	1610078
GCA_017896365.1	1267801
GCA_022343905.1	1267799
GCA_018679745.1	2393299
GCA_013042345.1	2393299
GCA_900542925.1	2558178
GCA_902479445.1	2558178
GCA_902480655.1	1879491
GCA_900543755.1	1879491
GCA_019270215.1	4917491
GCA_019270195.1	4917491
GCA_016894145.1	4917491
GCA_003478355.1	4339245
GCA_902366885.1	4339245
GCA_013043165.1	3185625
GCA_018677035.1	3185625
GCA_902364975.1	2282570
GCA_003467965.1	2282570
GCA_003282205.1	1330070
GCA_902525505.1	1330070
GCA_002705665.1	9563454
GCA_009863085.1	9563454
GCA_900090095.1	9563454
GCA_017166665.1	5221475
GCA_017166875.1	5221469
GCA_036040015.1	4963617
GCA_036227785.1	4963617
GCA_003460645.1	2745360
GCA_902385305.1	2745360
GCA_000319005.1	1046379
GCA_000319065.1	1046364
GCA_000318965.1	1046381
GCA_000318945.1	1046376
GCA_025604185.1	4690471
GCA_040751115.1	4690471
GCA_036039865.1	5128032
GCA_036227745.1	5128032
GCA_036725545.1	3203405
GCA_035404965.1	3203405
GCA_012225065.1	1652366
GCA_012224905.1	1652365
GCA_025218445.1	5434384
GCA_032192175.1	5434384
GCA_000068585.1	1038842
GCA_000318885.1	1038839
GCA_000441755.1	1038839
GCA_900556335.1	1339630
GCA_902480725.1	1339630
GCA_020881555.1	5199519
GCA_963895205.1	5199519
GCA_003672645.1	1467048
GCA_013331145.1	1467048
GCA_900541135.1	2082758
GCA_902481915.1	2082758
GCA_902363945.1	2290750
GCA_003462845.1	2290750
GCA_037479095.1	5190298
GCA_013450275.1	5190298
GCA_009746275.1	5547185
GCA_013187315.1	5547185
GCA_035435205.1	2686072
GCA_036800105.1	2686072
GCA_902757625.1	2594579
GCA_900318735.1	2594579
GCA_016890025.1	2654561
GCA_024172385.1	2654556
GCA_016814715.1	4317604
GCA_016814855.1	4317602
GCA_040529295.1	4001338
GCA_040529315.1	4001338
GCA_021560675.1	3959116
GCA_021560695.1	3959115
GCA_949517855.1	3913466
GCA_949544375.1	3913466
GCA_902758925.1	2816217
GCA_900320795.1	2816217
GCA_001718115.2	5766661
GCA_021496095.1	5766661
GCA_001268385.1	5282192
GCA_001269045.1	5282192
GCA_902756285.1	2321131
GCA_900316795.1	2321131
GCA_022325035.1	5625737
GCA_034651915.1	5625737
GCA_902170395.1	4817417
GCA_963900315.1	4817417
GCA_017169745.1	3854523
GCA_017169895.1	3854521
GCA_015354775.1	2591797
GCA_036400595.1	2591797
GCA_004634925.1	4110548
GCA_022407895.1	4110545
GCA_001655395.1	1139594
GCA_005341485.1	1139592
GCA_029958745.3	1139595
GCA_029958825.3	1139592
GCA_040543005.1	1139588
GCA_040543035.1	1139589
GCA_040543045.1	1139588
GCA_040405045.1	1139588
GCA_040405265.1	1139587
GCA_040407655.1	1139587
GCA_040409765.1	1139595
GCA_040542995.1	1139587
GCA_029958785.3	1139591
GCA_029866645.1	1139594
GCA_902756555.1	1590850
GCA_900313505.1	1590850
GCA_003672275.1	1598946
GCA_013329355.1	1598946
GCA_902170325.1	4847790
GCA_963900465.1	4847790
GCA_900545875.1	1874529
GCA_902480065.1	1874529
GCA_019047505.1	2154796
GCA_900475385.1	2154796
GCA_030719625.1	1728921
GCA_030720365.1	1728920
GCA_900319565.1	2598674
GCA_902759835.1	2598674
GCA_025567135.1	3614006
GCA_900066445.1	3614006
GCA_000311865.1	1773998
GCA_902374715.1	1773998
GCA_031349165.2	1733516
GCA_031587895.2	1733516
GCA_003050425.1	5406706
GCA_963878275.1	5406706
GCA_003278145.1	1370115
GCA_902554645.1	1370115
GCA_023534585.1	5430250
GCA_023535285.1	5430250
GCA_003281005.1	1119353
GCA_902538845.1	1119353
GCA_000508965.1	3357599
GCA_902385955.1	3357599
GCA_036997805.1	5745213
GCA_026161705.1	5745213
GCA_016917495.1	4552574
GCA_016917555.1	4552574
GCA_018502105.1	2802382
GCA_018502265.1	2802382
GCA_018501985.1	2802382
GCA_035400185.1	2145293
GCA_036733245.1	2145293
GCA_008867795.1	5650604
GCA_009746205.1	5650604
GCA_019249435.1	5650604
GCA_021018785.1	1944152
GCA_008041995.1	1944145
GCA_000025245.2	1944152
GCA_014805785.2	5024881
GCA_014840915.2	5024881
GCA_035337855.1	3816888
GCA_036743755.1	3816888
GCA_035441745.1	1904471
GCA_036830475.1	1904471
GCA_900766555.1	1121428
GCA_902485535.1	1121428
GCA_035063465.1	5112392
GCA_036442775.1	5112392
GCA_001525265.1	5068335
GCA_900075085.1	5068345
GCA_900095855.1	1715864
GCA_902376155.1	1715864
GCA_900554475.1	1552334
GCA_902480795.1	1552334
GCA_900550865.1	2425923
GCA_902481385.1	2425923
GCA_037150855.1	5336614
GCA_037151595.1	5336614
GCA_004792765.1	4774539
GCA_004792855.1	4774539
GCA_900128935.1	3196090
GCA_900143415.1	3196090
GCA_900148695.1	3196090
GCA_001078885.1	4721397
GCA_001084245.1	4721404
GCA_025054815.1	3983825
GCA_033582975.1	3983825
GCA_035441785.1	2489486
GCA_036805945.1	2489486
GCA_900542125.1	2220706
GCA_902483265.1	2220706
GCA_902385785.1	2369669
GCA_001040725.1	2369669
GCA_001983165.1	6508266
GCA_009671285.1	6508266
GCA_900313635.1	1814546
GCA_902757595.1	1814546
GCA_900010465.1	4028842
GCA_900011305.1	4028842
GCA_015549345.1	4976175
GCA_040246985.1	4976175
GCA_010883135.1	1766235
GCA_013184585.1	1766235
GCA_900318995.1	2502088
GCA_902755015.1	2502088
GCA_016807345.1	1623435
GCA_021890155.1	1623435
GCA_902479655.1	1046494
GCA_900544605.1	1046494
GCA_949429755.1	1550334
GCA_949461835.1	1550334
GCA_949523285.1	1550334
GCA_022407655.1	4113734
GCA_001988315.1	4113730
GCA_030122865.1	4090469
GCA_030122885.1	4090469
GCA_034497605.1	2792429
GCA_034506925.1	2792429
GCA_013041705.1	2687830
GCA_018677415.1	2687830
GCA_003435055.1	3436300
GCA_902385365.1	3436300
GCA_000014445.1	2075763
GCA_016127295.1	2075758
GCA_001457025.1	4226231
GCA_900094675.1	4226231
GCA_028322845.1	2779554
GCA_039757675.1	2779554
GCA_900541115.1	2005890
GCA_902481895.1	2005890
GCA_035394185.1	3587191
GCA_036841485.1	3587191
GCA_902364105.1	2452967
GCA_003459505.1	2452967
GCA_011771255.1	2185789
GCA_011773645.1	2185789
GCA_902759365.1	1878602
GCA_900316535.1	1878602
GCA_003287565.1	5378237
GCA_963878765.1	5378237
GCA_024177465.1	4867487
GCA_020080855.1	4867486
GCA_007559325.1	4374034
GCA_008630605.1	4374034
GCA_900991335.1	1758731
GCA_900993815.1	1758730
GCA_021559715.1	4004057
GCA_009738165.1	4004056
GCA_900769535.1	1366229
GCA_902487015.1	1366229
GCA_001712995.1	1139178
GCA_001713055.1	1139184
GCA_001713075.1	1139185
GCA_949529735.1	3588923
GCA_949550405.1	3588923
GCA_041755335.1	3079302
GCA_041764985.1	3079302
GCA_041765495.1	3079302
GCA_009915665.1	3953645
GCA_963894305.1	3953645
GCA_035519815.1	3444995
GCA_036825335.1	3444995
GCA_902755435.1	2892285
GCA_900321385.1	2892285
GCA_037713025.1	1702064
GCA_037719745.1	1702064
GCA_037716265.1	1702061
GCA_948874515.1	2028562
GCA_949064025.1	2028562
GCA_003480915.1	6085081
GCA_902399985.1	6085081
GCA_900538965.1	2737642
GCA_905213375.1	2737642
GCA_013296195.1	6140023
GCA_013295605.1	6140016
GCA_902486825.1	2902010
GCA_900769345.1	2902010
GCA_900760055.1	2897966
GCA_902483565.1	2897966
GCA_004635725.1	4105318
GCA_002442775.1	4105315
GCA_015547465.1	6653351
GCA_028399385.1	6653351
GCA_001807895.1	4491970
GCA_902386605.1	4491970
GCA_005221925.1	5555919
GCA_005221825.1	5555918
GCA_005221805.1	5555919
GCA_005221965.1	5555919
GCA_005222025.1	5555917
GCA_002213565.1	2999326
GCA_002213605.1	2999326
GCA_002213665.1	2999326
GCA_002213905.1	2999326
GCA_900102475.1	4521825
GCA_902377505.1	4521825
GCA_900321175.1	1490328
GCA_902756735.1	1490328
GCA_000010685.1	4371711
GCA_001580385.1	4371707
GCA_945827725.1	2851814
GCA_945875605.1	2851814
GCA_900313845.1	2712658
GCA_902755875.1	2712658
GCA_035404905.1	2654659
GCA_036845705.1	2654659
GCA_001364735.1	4720926
GCA_001082385.1	4720931
GCA_945827865.1	2370644
GCA_945869085.1	2370644
GCA_902759205.1	3525557
GCA_900317055.1	3525557
GCA_900317325.1	3474993
GCA_902758295.1	3474993
GCA_900315885.1	1324263
GCA_902757235.1	1324263
GCA_900545965.1	2306396
GCA_902480255.1	2306396
GCA_003481595.1	4216544
GCA_902385535.1	4216544
GCA_035404605.1	3538058
GCA_036725505.1	3538058
GCA_000209915.1	2943413
GCA_902388055.1	2943413
GCA_001851105.1	4392982
GCA_001841065.1	4392978
GCA_035427285.1	3175179
GCA_036827325.1	3175179
GCA_023574125.1	2644957
GCA_024160125.1	2644957
GCA_902758095.1	1670752
GCA_900319785.1	1670752
GCA_900096885.1	3666504
GCA_001456955.1	3666504
GCA_902757635.1	1979317
GCA_900313305.1	1979317
GCA_902758005.1	3155700
GCA_900315525.1	3155700
GCA_000255275.1	2530683
GCA_004916775.1	2530683
GCA_004916755.1	2530683
GCA_017115255.1	3165248
GCA_901284485.2	3165249
GCA_003024675.1	2525977
GCA_902387245.1	2525977
GCA_002241165.1	3624703
GCA_963874295.1	3624703
GCA_037168565.1	5107465
GCA_040010195.1	5107465
GCA_003211595.1	423104
GCA_902609375.1	423104
GCA_900768785.1	2721654
GCA_902486475.1	2721654
GCA_900143325.1	5792259
GCA_900148555.1	5792259
GCA_003478275.1	2599910
GCA_902364995.1	2599910
GCA_038442225.1	4230633
GCA_019457715.1	4230633
GCA_025600235.1	7735192
GCA_027858115.1	7735192
GCA_023534425.1	5352985
GCA_023535025.1	5352985
GCA_025060695.1	1496868
GCA_033579975.1	1496868
GCA_902758865.1	3206823
GCA_900319175.1	3206823
GCA_900320245.1	3022080
GCA_902758775.1	3022080
GCA_015354935.1	2592203
GCA_036400955.1	2592203
GCA_900320475.1	1902837
GCA_902756955.1	1902837
GCA_900319495.1	2948979
GCA_902755085.1	2948979
GCA_015656655.1	1934215
GCA_904502275.1	1934215
GCA_902756465.1	2960931
GCA_900315835.1	2960931
GCA_003253815.1	4208157
GCA_902386215.1	4208157
GCA_010287895.1	3743002
GCA_963887785.1	3743002
GCA_000736015.1	4539435
GCA_000735975.1	4539435
GCA_000736135.1	4539435
GCA_000736155.1	4539435
GCA_000736215.1	4539435
GCA_000736115.1	4539435
GCA_015354865.1	2591829
GCA_036400495.1	2591829
GCA_036999105.1	5802665
GCA_026162285.1	5802665
GCA_005341445.1	2337585
GCA_004193955.1	2337583
GCA_004295625.1	2337582
GCA_004193695.1	2337580
GCA_001653315.1	2337578
GCA_001682255.2	2337578
GCA_004332375.1	2337578
GCA_002953235.1	2337575
GCA_004323755.1	2337575
GCA_949547005.1	1956583
GCA_949550415.1	1956583
GCA_020881515.1	5327954
GCA_963896415.1	5327954
GCA_003859345.1	5178624
GCA_009823215.1	5178624
GCA_036865385.1	5574104
GCA_036865395.1	5574096
GCA_902756755.1	1543929
GCA_900321395.1	1543929
GCA_900318745.1	2000197
GCA_902757715.1	2000197
GCA_003858715.1	5294665
GCA_009822765.1	5294665
GCA_004345225.1	5712688
GCA_963881205.1	5712688
GCA_019633635.1	2821068
GCA_900176155.1	2821068
GCA_900764795.1	1615634
GCA_902484855.1	1615634
GCA_034187855.1	5671248
GCA_040796745.1	5671248
GCA_921446915.1	3294316
GCA_921446815.1	3294317
GCA_947644105.1	2299728
GCA_948548395.1	2299726
GCA_900771295.1	2073085
GCA_902488085.1	2073085
GCA_033658425.1	2536263
GCA_033659405.1	2536263
GCA_000630405.1	1830053
GCA_000629685.1	1830053
GCA_902760165.1	2326076
GCA_900314765.1	2326076
GCA_002952915.1	4651849
GCA_002952935.1	4651849
GCA_002953095.1	4651849
GCA_002953755.1	4651849
GCA_002953795.1	4651849
GCA_002953815.1	4651849
GCA_002953835.1	4651849
GCA_002952875.1	4651848
GCA_002952955.1	4651848
GCA_002953055.1	4651848
GCA_002953075.1	4651848
GCA_002953855.1	4651848
GCA_002953015.1	4651847
GCA_006367125.1	4072210
GCA_026805135.1	4072210
GCA_034006155.1	3035819
GCA_020532545.1	3035819
GCA_900771345.1	1267897
GCA_902487995.1	1267897
GCA_949546935.1	2143950
GCA_949550335.1	2143950
GCA_035328645.1	3931966
GCA_036782815.1	3931966
GCA_948827805.1	513238
GCA_949084585.1	513238
GCA_001229545.1	1714563
GCA_902386995.1	1714563
GCA_002078495.2	2536054
GCA_023611885.1	2536054
GCA_001703935.1	2273479
GCA_022509245.1	2273479
GCA_035329985.1	4053000
GCA_036724425.1	4053000
GCA_013114445.1	5477446
GCA_963889865.1	5477446
GCA_033659045.1	2496197
GCA_033659465.1	2496197
GCA_013112725.1	5511085
GCA_016743635.1	5511085
GCA_003710355.1	2824170
GCA_003971155.1	2824170
GCA_003209635.1	1179292
GCA_902635935.1	1179292
GCA_902364425.1	3654385
GCA_003435855.1	3654385
GCA_000158315.2	3487504
GCA_902373815.1	3487504
GCA_900094975.1	4481988
GCA_001456935.1	4481988
GCA_002442675.1	4106441
GCA_004636945.1	4106441
GCA_003339845.1	3864912
GCA_902387185.1	3864912
GCA_000612845.1	4433668
GCA_902377545.1	4433668
GCA_036419615.1	5551563
GCA_031675475.2	5551562
GCA_030734165.1	5551558
GCA_008087145.1	3957889
GCA_900604895.1	3957889
GCA_015656755.1	1533135
GCA_904501935.1	1533135
GCA_003858735.1	5336692
GCA_009822835.1	5336692
GCA_003672335.1	1721152
GCA_013329285.1	1721152
GCA_900538825.1	1622414
GCA_902481125.1	1622414
GCA_030719665.1	1670976
GCA_030720265.1	1670976
GCA_949496495.1	600019
GCA_949544195.1	600019
GCA_900314475.1	1876527
GCA_902803965.1	1876527
GCA_900318385.1	1963108
GCA_902755495.1	1963108
GCA_009626035.1	4773924
GCA_009627255.1	4773924
GCA_009626695.1	4773923
GCA_009627755.1	4773923
GCA_009626215.1	4773922
GCA_012974225.1	4773922
GCA_009625735.1	4773921
GCA_009625955.1	4773920
GCA_009626135.1	4773920
GCA_009626335.1	4773920
GCA_009627315.1	4773919
GCA_009625915.1	4773917
GCA_009625875.1	4773916
GCA_009626595.1	4773916
GCA_009626775.1	4773916
GCA_003472385.1	2227305
GCA_902364545.1	2227305
GCA_017115235.1	3164963
GCA_901284445.1	3164963
GCA_002738465.1	4768474
GCA_963876755.1	4768474
GCA_001713275.1	1139163
GCA_001713335.1	1139158
GCA_001761515.1	1139160
GCA_001713095.1	1139159
GCA_001469885.1	6152032
GCA_001641605.1	6152032
GCA_000331515.1	5536962
GCA_963861245.1	5536962
GCA_902757535.1	2111028
GCA_900320915.1	2111028
GCA_003030305.1	2495001
GCA_004136195.1	2495002
GCA_025847965.1	4624501
GCA_025941685.1	4624501
GCA_004571015.1	2822460
GCA_015235475.1	2822460
GCA_900552955.1	1832154
GCA_902480185.1	1832154
GCA_017298875.1	5160510
GCA_017298755.1	5160508
GCA_017298795.1	5160509
GCA_017298835.1	5160509
GCA_017298895.1	5160509
GCA_017298995.1	5160509
GCA_017299015.1	5160510
GCA_017299275.1	5160509
GCA_017301255.1	5160510
GCA_034424255.1	5160509
GCA_017298715.1	5160508
GCA_017298775.1	5160508
GCA_017298975.1	5160508
GCA_017299575.1	5160507
GCA_025370235.1	6987046
GCA_030326365.1	6987046
GCA_000695035.1	5270185
GCA_001315185.1	5270185
GCA_000455245.1	2672431
GCA_902375145.1	2672431
GCA_019835745.1	4760010
GCA_019835785.1	4760012
GCA_001987535.1	4111653
GCA_001605425.1	4111652
GCA_001985545.1	4111652
GCA_004635885.1	4111650
GCA_001988335.1	4111645
GCA_000742395.1	4470927
GCA_902387685.1	4470927
GCA_035404825.1	4304789
GCA_036725585.1	4304789
GCA_020714765.1	4679287
GCA_000623195.2	4679291
GCA_004125375.1	2206088
GCA_900519135.1	2206088
GCA_003205155.1	3666497
GCA_004921785.1	3666497
GCA_036999065.1	5719713
GCA_026161765.1	5719713
GCA_003282155.1	1452096
GCA_902525875.1	1452096
GCA_025657435.1	4839494
GCA_025657495.1	4839494
GCA_025657555.1	4839494
GCA_025657655.1	4839494
GCA_025657675.1	4839494
GCA_025657715.1	4839494
GCA_025657725.1	4839494
GCA_001368875.1	5845613
GCA_963870105.1	5845613
GCA_040534315.1	4712944
GCA_040534655.1	4712937
GCA_902754835.1	3373141
GCA_900322175.1	3373141
GCA_005844235.1	5139912
GCA_028396925.1	5139912
GCA_002997215.1	4085460
GCA_002892855.1	4085463
GCA_035329745.1	1436440
GCA_036817765.1	1436440
GCA_900556105.1	1234261
GCA_902483245.1	1234261
GCA_001042925.1	6291043
GCA_012987025.1	6291043
GCA_019329565.1	2732707
GCA_019329245.1	2732705
GCA_019330225.1	2732705
GCA_035395745.1	3197457
GCA_036778175.1	3197457
GCA_028064075.1	3148293
GCA_021814475.1	3148293
GCA_000571375.1	2897057
GCA_000542635.1	2897063
GCA_031199985.1	4349904
GCA_031201715.1	4349904
GCA_023534055.1	5158403
GCA_023534865.1	5158403
GCA_024599995.1	7006087
GCA_024600015.1	7006086
GCA_024600315.1	7006086
GCA_035329625.1	3098382
GCA_036782835.1	3098382
GCA_011771315.1	4688826
GCA_011773685.1	4688826
GCA_003214595.1	1110800
GCA_902568415.1	1110800
GCA_001988535.1	4103242
GCA_004009355.1	4103241
GCA_002286075.1	4103239
GCA_001987055.1	4103237
GCA_002442795.1	4103236
GCA_016462085.1	2764700
GCA_024581315.1	2764700
GCA_902756135.1	2239558
GCA_900320115.1	2239558
GCA_005844645.1	4440416
GCA_015554795.1	4440416
GCA_900549185.1	1922254
GCA_902481845.1	1922254
GCA_001705235.1	4677181
GCA_002796935.1	4677181
GCA_001952995.1	4859000
GCA_001953675.1	4858999
GCA_001953695.1	4859001
GCA_035396605.1	3534754
GCA_036769905.1	3534754
GCA_902479315.1	2155682
GCA_900540955.1	2155682
GCA_032738445.1	5332594
GCA_035020365.1	5332594
GCA_025421915.1	4550075
GCA_028464405.1	4550075
GCA_900321785.1	2390805
GCA_902755645.1	2390805
GCA_003473885.1	2785699
GCA_902364535.1	2785699
GCA_023373625.1	6439223
GCA_023373645.1	6439216
GCA_900170005.1	3948172
GCA_902386835.1	3948172
GCA_003469845.1	3617583
GCA_902364805.1	3617583
GCA_036999385.1	5741106
GCA_026163965.1	5741106
GCA_902758675.1	2867120
GCA_900313595.1	2867120
GCA_902479325.1	1782446
GCA_900557795.1	1782446
GCA_001987715.1	4107558
GCA_001605685.1	4107557
GCA_035396905.1	1012939
GCA_036821405.1	1012939
GCA_945868755.1	1704601
GCA_945829365.1	1704601
GCA_021496805.1	2136182
GCA_021496945.1	2136182
GCA_006508025.1	3288649
GCA_921447535.1	3288654
GCA_902755525.1	2258234
GCA_900319075.1	2258234
GCA_036311885.1	2823764
GCA_037483025.1	2823764
GCA_009759745.1	2338024
GCA_009789135.1	2338023
GCA_035326085.1	2820559
GCA_036822915.1	2820559
GCA_017367345.1	1838081
GCA_022509625.1	1838081
GCA_001487105.1	3069885
GCA_902375815.1	3069885
GCA_949529225.1	1642991
GCA_949541635.1	1642991
GCA_000165065.1	4486197
GCA_902374175.1	4486197
GCA_002241275.1	3838079
GCA_963874835.1	3838079
GCA_035396325.1	3173441
GCA_036845885.1	3173441
GCA_022483875.1	1965554
